task,seed,method,normalized_HV,shape_error,force_MAPE
graded-pitch helix,13,MF-HVKG,0.8681189131855196,0.05811580531689639,0.07559172712094189
graded-pitch helix,14,MF-HVKG,0.8632148119342802,0.052332437384311564,0.1091755082372302
graded-pitch helix,15,MF-HVKG,0.8756984620533911,0.05601177982162643,0.0915906769032714
graded-pitch helix,16,MF-HVKG,0.8842226595705903,0.058704581925772784,0.08970556726641687
graded-pitch helix,17,MF-HVKG,0.8734102262153262,0.05989106418872829,0.07624374073935944
graded-pitch helix,18,MF-HVKG,0.8951976196948968,0.052688903158823304,0.09744068077423147
graded-pitch helix,19,MF-HVKG,0.8798669508631519,0.05770881891308477,0.09754603749277659
graded-pitch helix,20,MF-HVKG,0.8779772141835135,0.04967006702104242,0.10506582843738703
graded-pitch helix,1,qLogNEHVI,0.8659930587771103,0.08039011259757237,0.09981355053641776
graded-pitch helix,2,qLogNEHVI,0.8831889247847253,0.07477850376110176,0.10635032011998749
graded-pitch helix,3,qLogNEHVI,0.851617191731429,0.07228678438373307,0.09493705189918746
graded-pitch helix,4,qLogNEHVI,0.8807460667404647,0.06682302930681246,0.0976067887152455
graded-pitch helix,5,qLogNEHVI,0.8682133313894389,0.07429873394677974,0.1016373736207409
graded-pitch helix,6,qLogNEHVI,0.8659777368384457,0.07382082449770719,0.11576697740797111
graded-pitch helix,7,qLogNEHVI,0.8636719909226718,0.06488984498925758,0.09905281264070934
graded-pitch helix,8,qLogNEHVI,0.8622620620997072,0.08252704534698985,0.11295328529970844
graded-pitch helix,9,qLogNEHVI,0.8603406732813973,0.06468302467302856,0.08130505289094586
graded-pitch helix,10,qLogNEHVI,0.8629337494276369,0.07067298224494306,0.10350388041884899
graded-pitch helix,11,qLogNEHVI,0.8480649237749879,0.06152964981269948,0.0919647607721972
graded-pitch helix,12,qLogNEHVI,0.8461004096204447,0.06695993382836056,0.09832924615262367
graded-pitch helix,13,qLogNEHVI,0.849279467218549,0.06807582092387506,0.10749906714166031
graded-pitch helix,14,qLogNEHVI,0.8504405043538201,0.07665936210877682,0.08824305546603231
graded-pitch helix,15,qLogNEHVI,0.8686438433554374,0.05986643320806241,0.10469309884689451
graded-pitch helix,16,qLogNEHVI,0.8495010546348848,0.08683913152239432,0.10409243163371633
graded-pitch helix,17,qLogNEHVI,0.8594108133824694,0.06074388659886491,0.08645714187496012
graded-pitch helix,18,qLogNEHVI,0.8846486194306292,0.06959899720335067,0.12156816649551036
graded-pitch helix,19,qLogNEHVI,0.8586371522623429,0.08365690446131217,0.07499603495183657
graded-pitch helix,20,qLogNEHVI,0.8537998649625467,0.06798503991743085,0.11436749987545475
graded-pitch helix,1,MOMF,0.8400426584954009,0.08194684200393759,0.11800085762480379
graded-pitch helix,2,MOMF,0.8388364418733743,0.0701463440592566,0.09393088425829127
graded-pitch helix,3,MOMF,0.8585699685496132,0.0748962183295135,0.10591253994265784
graded-pitch helix,4,MOMF,0.8329765226596092,0.07575143769846375,0.11407085393871853
graded-pitch helix,5,MOMF,0.8542901522104759,0.07657554822391169,0.12185165525311345
graded-pitch helix,6,MOMF,0.8505358647941805,0.0748184001638919,0.11374855454753076
graded-pitch helix,7,MOMF,0.8636647137598443,0.06729909581539803,0.14207463214110744
graded-pitch helix,8,MOMF,0.8581410605388214,0.06603300669630266,0.10527110943652356
graded-pitch helix,9,MOMF,0.8533442098608052,0.07600254147210657,0.11598827595034084
graded-pitch helix,10,MOMF,0.854543028806378,0.07089801619772226,0.10398442856647097
graded-pitch helix,11,MOMF,0.8808671298925754,0.0840160759468416,0.12611759178380733
graded-pitch helix,12,MOMF,0.8707441833810452,0.09490403564301687,0.11866632372014721
graded-pitch helix,13,MOMF,0.8498272498149831,0.07824201520892092,0.1298203681978617
graded-pitch helix,14,MOMF,0.8620606751132781,0.07696522336413227,0.12322171573171159
graded-pitch helix,15,MOMF,0.8473351165387395,0.08046666964110777,0.11845801034308856
graded-pitch helix,16,MOMF,0.8496324017843648,0.06971820619114652,0.13617171770280093
graded-pitch helix,17,MOMF,0.854547044074092,0.07842075045770379,0.1203798742858568
graded-pitch helix,18,MOMF,0.8588251587114308,0.08924370882501821,0.11984910115198476
graded-pitch helix,19,MOMF,0.849270441088607,0.08087770662556096,0.1083173418178734
graded-pitch helix,20,MOMF,0.8329978776128406,0.07581058648759627,0.12553454577334539
graded-pitch helix,1,PHSEA,0.832058625154848,0.07965541167394032,0.13670763924492918
graded-pitch helix,2,PHSEA,0.8706700615266714,0.08882804534001436,0.12756518825165514
graded-pitch helix,3,PHSEA,0.8329535288518232,0.09044063413353445,0.1417685140183791
graded-pitch helix,4,PHSEA,0.8406966220384903,0.08066606439620448,0.12656334067902197
graded-pitch helix,5,PHSEA,0.8428378210916846,0.08703418912697301,0.13294464221563043
graded-pitch helix,6,PHSEA,0.8461837290960783,0.08725608472564413,0.11717282580577336
graded-pitch helix,7,PHSEA,0.8397411726917059,0.08859065582856672,0.11873396018971712
graded-pitch helix,8,PHSEA,0.8304315075406083,0.09827126185209042,0.12840017622769528
graded-pitch helix,9,PHSEA,0.8248222898168635,0.08156451942959893,0.14156434344572447
graded-pitch helix,10,PHSEA,0.8390054935660751,0.0798577951678382,0.12235827261185661
graded-pitch helix,11,PHSEA,0.8591624668214026,0.08293380249739157,0.1385349954949917
graded-pitch helix,12,PHSEA,0.8490546900857999,0.08203305788953952,0.11587918105900097
graded-pitch helix,13,PHSEA,0.8395984544648344,0.08668629435767304,0.12762908459312025
graded-pitch helix,14,PHSEA,0.8497596626989676,0.06927728913149826,0.13605580825472952
graded-pitch helix,15,PHSEA,0.8566051606265426,0.08837363801699208,0.13117492331588304
graded-pitch helix,16,PHSEA,0.8582644608500405,0.09698982436463417,0.12846513891931438
graded-pitch helix,17,PHSEA,0.8468580227930976,0.07920833027505873,0.13921235727795775
graded-pitch helix,18,PHSEA,0.8435973208169644,0.0841194837530861,0.13869438194124487
graded-pitch helix,19,PHSEA,0.8387289538521852,0.09098140394941784,0.12957086064935758
graded-pitch helix,20,PHSEA,0.8457900898700438,0.08057775735616293,0.13078870341697377
graded-pitch helix,1,MSAEA-DM,0.8028557994481157,0.08616779777016206,0.15630268114868942
graded-pitch helix,2,MSAEA-DM,0.8636588565090382,0.10880654995038831,0.1347317453922745
graded-pitch helix,3,MSAEA-DM,0.8352399565512997,0.09706224599059478,0.13334553805701418
graded-pitch helix,4,MSAEA-DM,0.8299218501612807,0.08586560922978939,0.1516530216822074
graded-pitch helix,5,MSAEA-DM,0.8449038490971099,0.08673152541365009,0.15723926880126382
graded-pitch helix,6,MSAEA-DM,0.8347881814886972,0.09556421305502048,0.15850634356791413
graded-pitch helix,7,MSAEA-DM,0.810601922884907,0.09095093046666601,0.1377318874039193
graded-pitch helix,8,MSAEA-DM,0.845022750002277,0.0982093706741004,0.14945528194217092
graded-pitch helix,9,MSAEA-DM,0.8312164873095099,0.09292723891872429,0.14672567227994254
graded-pitch helix,10,MSAEA-DM,0.8284881868815213,0.09443741366370902,0.14612512154197047
graded-pitch helix,11,MSAEA-DM,0.811380434569895,0.08635852928101055,0.13749773794597198
graded-pitch helix,12,MSAEA-DM,0.8417448284031612,0.08692381950246872,0.14770618495585763
graded-pitch helix,13,MSAEA-DM,0.8236691585149621,0.09307934600172929,0.1444117296931141
graded-pitch helix,14,MSAEA-DM,0.8052741458512324,0.08544638515283709,0.14408149514503954
graded-pitch helix,15,MSAEA-DM,0.8136879067627681,0.09664183505920786,0.14433775182747285
graded-pitch helix,16,MSAEA-DM,0.8301528171787431,0.08396765161146198,0.15515183472262545
graded-pitch helix,17,MSAEA-DM,0.83410427283157,0.08848247244862323,0.14476091257228668
graded-pitch helix,18,MSAEA-DM,0.8198848761367876,0.08705242223757918,0.12963487806135968
graded-pitch helix,19,MSAEA-DM,0.8409847465626523,0.08605555532939613,0.15747405958596822
graded-pitch helix,20,MSAEA-DM,0.8212493748705944,0.0994642251340518,0.14671408790967597
graded-pitch helix,1,AS-SMEA,0.8258976158624145,0.10010959927655003,0.15210659606522578
graded-pitch helix,2,AS-SMEA,0.8373937880081183,0.10267779409955326,0.15739947471487925
graded-pitch helix,3,AS-SMEA,0.8253426735498035,0.10049901808826728,0.1747362355037435
graded-pitch helix,4,AS-SMEA,0.818084219947,0.09096862129957566,0.15058478889161084
graded-pitch helix,5,AS-SMEA,0.8170437712283013,0.10299483132363411,0.16386742722670933
graded-pitch helix,6,AS-SMEA,0.8285189505738629,0.10274144946776978,0.15513487968860487
graded-pitch helix,7,AS-SMEA,0.8063853083988813,0.10343128811601734,0.17063948771168325
graded-pitch helix,8,AS-SMEA,0.8276405731317457,0.09642545337513134,0.16820709927873229
graded-pitch helix,9,AS-SMEA,0.8311063629305535,0.08939096774140791,0.15464265084673368
graded-pitch helix,10,AS-SMEA,0.8157558819326497,0.10188228717990826,0.1592328718921176
graded-pitch helix,11,AS-SMEA,0.8217911749415541,0.100911539380895,0.1546775045662127
graded-pitch helix,12,AS-SMEA,0.8374719620750117,0.11089085274963223,0.16239759761938913
graded-pitch helix,13,AS-SMEA,0.806478360416337,0.1055386357918183,0.14794963115547075
graded-pitch helix,14,AS-SMEA,0.8282229239979059,0.09633491348310247,0.1348894233544335
graded-pitch helix,15,AS-SMEA,0.8394430530152347,0.09180771074532403,0.1666672381937646
graded-pitch helix,16,AS-SMEA,0.8503127728164258,0.11043556240771067,0.16710580830860125
graded-pitch helix,17,AS-SMEA,0.8199409936628913,0.09616993488754179,0.16913682200036526
graded-pitch helix,18,AS-SMEA,0.8202673208201939,0.09486059824732837,0.1517698502783547
graded-pitch helix,19,AS-SMEA,0.8079069140120212,0.11089540996058501,0.17479225768172998
graded-pitch helix,20,AS-SMEA,0.811241773328657,0.09355543008434346,0.16191549257970003
variable-radius helix,1,Frank-WT MF-PIRN,0.8630255861753088,0.03711266518843286,0.06359327274378385
variable-radius helix,2,Frank-WT MF-PIRN,0.8580983185367745,0.056271722498969896,0.07138585124214454
variable-radius helix,3,Frank-WT MF-PIRN,0.8788165062002283,0.044724095350350386,0.08467014587173723
variable-radius helix,4,Frank-WT MF-PIRN,0.8680642383101849,0.06098891831040655,0.0941051096024366
variable-radius helix,5,Frank-WT MF-PIRN,0.8737980843985153,0.04762857169829686,0.05013795513570115
variable-radius helix,6,Frank-WT MF-PIRN,0.8824642766687291,0.05896983926868718,0.07011966729654773
variable-radius helix,7,Frank-WT MF-PIRN,0.8853940550282162,0.05939365949226217,0.06510214434618115
variable-radius helix,8,Frank-WT MF-PIRN,0.8750015170683981,0.060732827977892465,0.06749590507310713
variable-radius helix,9,Frank-WT MF-PIRN,0.8703866280054815,0.0509549778468191,0.07618960700660081
variable-radius helix,10,Frank-WT MF-PIRN,0.8738452063284579,0.045102595036022625,0.06277069723554657
variable-radius helix,11,Frank-WT MF-PIRN,0.8433784156913643,0.05249074971074719,0.0809140694518465
variable-radius helix,12,Frank-WT MF-PIRN,0.8514168541675854,0.05802274185368706,0.07956367858517233
variable-radius helix,13,Frank-WT MF-PIRN,0.8682236431328133,0.05636945273861837,0.05887459726424406
variable-radius helix,14,Frank-WT MF-PIRN,0.8730252621528669,0.04587419741234187,0.08883889054389726
variable-radius helix,15,Frank-WT MF-PIRN,0.8839882220598557,0.05838075776925705,0.07567275848178245
variable-radius helix,16,Frank-WT MF-PIRN,0.8916063570000528,0.052930735404598715,0.07911676217815386
variable-radius helix,17,Frank-WT MF-PIRN,0.8733206628291964,0.05645503129979353,0.06674931325403921
variable-radius helix,18,Frank-WT MF-PIRN,0.8842656415783073,0.06368709107968694,0.06844388932680745
variable-radius helix,19,Frank-WT MF-PIRN,0.8586483033348742,0.04580941068083268,0.08702805674458117
variable-radius helix,20,Frank-WT MF-PIRN,0.866257681128083,0.05689834423727615,0.0637727388436454
variable-radius helix,1,MF-HVKG,0.8443442273754147,0.06489600816633637,0.09152100605048379
variable-radius helix,2,MF-HVKG,0.8600317097992685,0.06683792685293143,0.09821436693084803
variable-radius helix,3,MF-HVKG,0.8710354208913433,0.05575580417383271,0.10229085242726846
variable-radius helix,4,MF-HVKG,0.8351130605961652,0.06343550754731123,0.09686637546267263
variable-radius helix,5,MF-HVKG,0.8589281823225878,0.047826585166201974,0.10583895475919011
variable-radius helix,6,MF-HVKG,0.8522788007539212,0.051216010106234215,0.09177091540845674
variable-radius helix,7,MF-HVKG,0.8369747357429629,0.06306422932184533,0.1057501842664922
variable-radius helix,8,MF-HVKG,0.8660061652921185,0.06965523681405242,0.06984395520914195
variable-radius helix,9,MF-HVKG,0.8640259262529955,0.06390063303827956,0.10633170569240524
variable-radius helix,10,MF-HVKG,0.8751412119128471,0.05751225168544477,0.09333943176162629
variable-radius helix,11,MF-HVKG,0.8421895185268576,0.06162902920024009,0.10162040788175805
variable-radius helix,12,MF-HVKG,0.8707697182362071,0.05736914320363812,0.09643491908387779
variable-radius helix,13,MF-HVKG,0.8835632293479941,0.05299262907369734,0.08840099484073063
variable-radius helix,14,MF-HVKG,0.874671393014969,0.06652655547142743,0.08083988379882923
variable-radius helix,15,MF-HVKG,0.854856967343846,0.06090755184498702,0.08143271059169226
variable-radius helix,16,MF-HVKG,0.8723044585440823,0.06982896416464097,0.08715551231070427
variable-radius helix,17,MF-HVKG,0.8613279539543648,0.06872100131875727,0.09870865892201501
variable-radius helix,18,MF-HVKG,0.8335596812280046,0.06199312866057144,0.11266522290009498
variable-radius helix,19,MF-HVKG,0.8352503240380451,0.05899148953501763,0.08478101635275509
variable-radius helix,20,MF-HVKG,0.8601902081137381,0.053609416542971564,0.08444391711414212
variable-radius helix,1,qLogNEHVI,0.8523552366448214,0.0637475496380419,0.08251561664092646
variable-radius helix,2,qLogNEHVI,0.8440485005435093,0.07374283911584288,0.11386024088460707
variable-radius helix,3,qLogNEHVI,0.838392473003744,0.06844970275278271,0.10503429183841884
variable-radius helix,4,qLogNEHVI,0.8214875699479788,0.054267494727756535,0.11703311672892837
variable-radius helix,5,qLogNEHVI,0.8490349693047394,0.06446787544663718,0.09215482781827457
variable-radius helix,6,qLogNEHVI,0.8672336050724653,0.0757967410561017,0.09796774344097049
variable-radius helix,7,qLogNEHVI,0.8465570639568815,0.07269975871680012,0.0983482245274721
variable-radius helix,8,qLogNEHVI,0.8323744837360735,0.06558829237616391,0.10853305060087678
variable-radius helix,9,qLogNEHVI,0.8569942218524539,0.05775629880652455,0.09651961446876767
variable-radius helix,10,qLogNEHVI,0.8609709658895035,0.07654054378113503,0.09110801913146425
variable-radius helix,11,qLogNEHVI,0.8311723861513488,0.06316059035753646,0.10976182955150318
variable-radius helix,12,qLogNEHVI,0.855488919659533,0.07459129958721626,0.10403750984961202
variable-radius helix,13,qLogNEHVI,0.8506637462494486,0.07598067041658138,0.09937624589496036
variable-radius helix,14,qLogNEHVI,0.8352926508551447,0.07716557491413945,0.11597505277151116
variable-radius helix,15,qLogNEHVI,0.8296047861078637,0.07348035345118355,0.10125538559088763
variable-radius helix,16,qLogNEHVI,0.8144076662324646,0.06515386694417415,0.12431273483006694
variable-radius helix,17,qLogNEHVI,0.8681323690342577,0.06425944815155228,0.1011852469868704
variable-radius helix,18,qLogNEHVI,0.8432572258564908,0.0660855968916389,0.1097411473711271
variable-radius helix,19,qLogNEHVI,0.8479166594558459,0.07628456002683756,0.07963078001301256
variable-radius helix,20,qLogNEHVI,0.8215994675745438,0.0662970178929356,0.10436442992222345
variable-radius helix,1,MOMF,0.817771133072306,0.07314890728223289,0.1179308978912669
variable-radius helix,2,MOMF,0.8300380526222942,0.07765219673909642,0.12063709088914967
variable-radius helix,3,MOMF,0.8439752678838787,0.07484312817525425,0.10540159014276035
variable-radius helix,4,MOMF,0.8381237334958755,0.08303537181001965,0.11683389344875873
variable-radius helix,5,MOMF,0.8428383839274831,0.07502144627090894,0.1109074665388111
variable-radius helix,6,MOMF,0.8457551328325422,0.08238753125957911,0.12235962033309027
variable-radius helix,7,MOMF,0.8408393704280684,0.0789763234371062,0.11612444003072034
variable-radius helix,8,MOMF,0.8285458272527523,0.07392536179999391,0.13301622328798615
variable-radius helix,9,MOMF,0.8263023019355368,0.09088805441355063,0.12179704147274478
variable-radius helix,10,MOMF,0.8354348853123466,0.07266787766465618,0.11379431793312929
variable-radius helix,11,MOMF,0.8428244545259126,0.07914209920674305,0.11701997233782359
variable-radius helix,12,MOMF,0.8157937634437197,0.08721582186057535,0.11443368499774148
variable-radius helix,13,MOMF,0.8453914105349738,0.08175063707986584,0.11916799481682472
variable-radius helix,14,MOMF,0.8672260911465476,0.07972546021159801,0.10207749158376858
variable-radius helix,15,MOMF,0.8229574743951529,0.07162693272867575,0.12755408155382214
variable-radius helix,16,MOMF,0.8332655024580587,0.07445804642458854,0.1019374186285052
variable-radius helix,17,MOMF,0.8131910618231692,0.07983203921108153,0.1083611856742842
variable-radius helix,18,MOMF,0.8291729833234647,0.07629417789536945,0.13030570328209748
variable-radius helix,19,MOMF,0.8396512380429947,0.07359503513177412,0.10612526161474291
variable-radius helix,20,MOMF,0.8607858729542222,0.07728309809529209,0.13512110425045706
variable-radius helix,1,PHSEA,0.8218454704273226,0.08754084077122712,0.1195021359599166
variable-radius helix,2,PHSEA,0.8346665753854081,0.08839722737496167,0.11962686349119163
variable-radius helix,3,PHSEA,0.8367721971384303,0.0784721212855863,0.12935106611726313
variable-radius helix,4,PHSEA,0.8334341921363441,0.07947583039227425,0.12522406832986263
variable-radius helix,5,PHSEA,0.8190061689179605,0.08170517399365723,0.14615372654771927
variable-radius helix,6,PHSEA,0.8255183212734571,0.07193533790623496,0.11685466888366833
variable-radius helix,7,PHSEA,0.8260774271333678,0.09521356795371035,0.14817646498600578
variable-radius helix,8,PHSEA,0.8243576763495579,0.0701026737066732,0.13123000280258387
variable-radius helix,9,PHSEA,0.8355076370598872,0.07959635191099872,0.13680405246013444
variable-radius helix,10,PHSEA,0.8205318447392781,0.07453298143384036,0.1319831380856475
variable-radius helix,11,PHSEA,0.819137916913167,0.08833613815431489,0.12238347801437384
variable-radius helix,12,PHSEA,0.8197997538142993,0.07352239642083963,0.14923439675244127
variable-radius helix,13,PHSEA,0.8077629111457691,0.07753983216042236,0.13685804079830477
variable-radius helix,14,PHSEA,0.8357246566294904,0.08762377169980289,0.1280680856461489
variable-radius helix,15,PHSEA,0.8244746282949782,0.08111421843989164,0.152669996573231
variable-radius helix,16,PHSEA,0.8309333838668099,0.0784895557716284,0.15848025091054468
variable-radius helix,17,PHSEA,0.8118156235159137,0.08949091633094887,0.10526442189726082
variable-radius helix,18,PHSEA,0.8317439653304615,0.10043872807531402,0.11960225127120136
variable-radius helix,19,PHSEA,0.8307484468842283,0.08260683745447626,0.15035136908902227
variable-radius helix,20,PHSEA,0.8068429885343866,0.0945604525226621,0.11796776967516251
variable-radius helix,1,MSAEA-DM,0.8001003616457745,0.10093090533993967,0.1481771305478735
variable-radius helix,2,MSAEA-DM,0.8279521432526817,0.09559042845717741,0.1343679515171673
variable-radius helix,3,MSAEA-DM,0.8259426877877112,0.10191870014923624,0.15152406455931666
variable-radius helix,4,MSAEA-DM,0.7967358929221775,0.08925354350681688,0.14619760985131522
variable-radius helix,5,MSAEA-DM,0.815249440845917,0.08904643494067473,0.1392450131437722
variable-radius helix,6,MSAEA-DM,0.835372530453917,0.10596945365532265,0.15009446578378113
variable-radius helix,7,MSAEA-DM,0.8060565196418448,0.09256731740013677,0.14794715050072227
variable-radius helix,8,MSAEA-DM,0.8202110999027928,0.11124846347525685,0.15469399147806115
variable-radius helix,9,MSAEA-DM,0.8223208329123709,0.09754999695157285,0.15148162554115485
variable-radius helix,10,MSAEA-DM,0.8029703430564753,0.09785082621184386,0.14696452077097918
variable-radius helix,11,MSAEA-DM,0.8338967083404144,0.08776912475265894,0.15137041226724068
variable-radius helix,12,MSAEA-DM,0.8324243751431074,0.10394296752416339,0.13439729079122636
variable-radius helix,13,MSAEA-DM,0.8058098936205134,0.08821084144453954,0.1479705398170924
variable-radius helix,14,MSAEA-DM,0.8130073427907925,0.08181346397338302,0.13329844154327597
variable-radius helix,15,MSAEA-DM,0.7950481037662592,0.09786795917238467,0.15614192528991544
variable-radius helix,16,MSAEA-DM,0.8245710633948343,0.10652855156862022,0.14675371428540904
variable-radius helix,17,MSAEA-DM,0.7960495439442331,0.08490448368304597,0.15635805188443166
variable-radius helix,18,MSAEA-DM,0.8145192855452775,0.08904701602198398,0.13932306419350698
variable-radius helix,19,MSAEA-DM,0.8215615527431568,0.08791098921321121,0.15447961589276046
variable-radius helix,20,MSAEA-DM,0.812750187992284,0.09647915202658054,0.11904501262722039
variable-radius helix,1,AS-SMEA,0.7917106212978096,0.08741368445521175,0.18067757686730126
variable-radius helix,2,AS-SMEA,0.815317578194441,0.098819507045696,0.16811122814163718
variable-radius helix,3,AS-SMEA,0.7986414532788253,0.10321113514555114,0.15372478363870865
variable-radius helix,4,AS-SMEA,0.8092037462130806,0.10350618328605068,0.15065415327326578
variable-radius helix,5,AS-SMEA,0.8164617588216562,0.10473585858756182,0.14709107528194135
variable-radius helix,6,AS-SMEA,0.8435391799027953,0.11052133445930803,0.16346691115427484
variable-radius helix,7,AS-SMEA,0.8075679125104933,0.10247331341278706,0.15424751890122573
variable-radius helix,8,AS-SMEA,0.7995371596406836,0.11752747221668125,0.16993666381349956
variable-radius helix,9,AS-SMEA,0.8161676459277648,0.10232075800804771,0.16556495853410344
variable-radius helix,10,AS-SMEA,0.8176329980520987,0.10592089826181357,0.1546355020334236
variable-radius helix,11,AS-SMEA,0.8288381606806259,0.1000015016339233,0.17381990699225283
variable-radius helix,12,AS-SMEA,0.7985839397488295,0.0994238677100106,0.1570179157939647
variable-radius helix,13,AS-SMEA,0.7692626660001372,0.10354359476980812,0.13766985078057087
variable-radius helix,14,AS-SMEA,0.829163991310263,0.10098433322457066,0.1632393950058869
variable-radius helix,15,AS-SMEA,0.805094187259285,0.10045166824928438,0.16372863792962064
variable-radius helix,16,AS-SMEA,0.806329659068857,0.10090385378094978,0.15252759594309703
variable-radius helix,17,AS-SMEA,0.7952288303051026,0.09985221307396418,0.1675220531019663
variable-radius helix,18,AS-SMEA,0.8184614036769358,0.09829303561610059,0.15651091336337536
variable-radius helix,19,AS-SMEA,0.8113236012930242,0.09596057652175519,0.15737828571698406
variable-radius helix,20,AS-SMEA,0.82129314476168,0.09816199987829786,0.16985935600428664
torsional coil,1,Frank-WT MF-PIRN,0.8148151898610086,0.05623963100700543,0.07079083898805139
torsional coil,2,Frank-WT MF-PIRN,0.8105097367840812,0.06090965238918766,0.06220793836279152
torsional coil,3,Frank-WT MF-PIRN,0.8168255985902676,0.05318619559114498,0.07909125416072535
torsional coil,4,Frank-WT MF-PIRN,0.8245499457527753,0.05060696865213315,0.05798821523763012
torsional coil,5,Frank-WT MF-PIRN,0.8410224809092316,0.04839331777737096,0.08090060325550834
torsional coil,6,Frank-WT MF-PIRN,0.819573148416844,0.052567944258454354,0.05349590771152202
torsional coil,7,Frank-WT MF-PIRN,0.8202078076692635,0.05584260009332094,0.08352946612307338
torsional coil,8,Frank-WT MF-PIRN,0.8058057849634243,0.04900892577938184,0.09951084753019226
torsional coil,9,Frank-WT MF-PIRN,0.8215044099728794,0.05006894586314911,0.09215186968662127
torsional coil,10,Frank-WT MF-PIRN,0.8249963392779488,0.04236768089033856,0.08399382098844774
torsional coil,11,Frank-WT MF-PIRN,0.8156824591541164,0.050491792852409935,0.07824917932664996
torsional coil,12,Frank-WT MF-PIRN,0.8337681644820432,0.0547249934777929,0.07092413675956014
torsional coil,13,Frank-WT MF-PIRN,0.8205720960689595,0.048820455015839814,0.0596787280251207
torsional coil,14,Frank-WT MF-PIRN,0.8418454111481819,0.04627748205511546,0.07447721435908804
torsional coil,15,Frank-WT MF-PIRN,0.8215746272367352,0.04871822179777411,0.0664432192933991
torsional coil,16,Frank-WT MF-PIRN,0.802405048807125,0.03853129053090035,0.06630506407829866
torsional coil,17,Frank-WT MF-PIRN,0.8057025759139458,0.06212823052228554,0.06947079277354572
torsional coil,18,Frank-WT MF-PIRN,0.8067869821068991,0.041968996466039424,0.08923622112235732
torsional coil,19,Frank-WT MF-PIRN,0.8112115145733624,0.04825386020793236,0.07435731592529536
torsional coil,20,Frank-WT MF-PIRN,0.834942805500215,0.048158501871918946,0.09144277458071293
torsional coil,1,MF-HVKG,0.8616812175120466,0.058063363038693916,0.07521414160930065
torsional coil,2,MF-HVKG,0.8293403537758216,0.06867498344432027,0.0857781618430353
torsional coil,3,MF-HVKG,0.8393023935404588,0.05721972508735177,0.07226860335929386
torsional coil,4,MF-HVKG,0.8447165644098172,0.06416967438907517,0.09327368119585212
torsional coil,5,MF-HVKG,0.8501528702427725,0.0620652098862739,0.09690583325378879
torsional coil,6,MF-HVKG,0.8153727500157429,0.05656819254696374,0.09599262304781607
torsional coil,7,MF-HVKG,0.8392782560842217,0.052993679844122905,0.0846820959913971
torsional coil,8,MF-HVKG,0.8536194618039711,0.058989459183316856,0.08836786506181013
torsional coil,9,MF-HVKG,0.8427294891370928,0.054273478041287286,0.09989455635770395
torsional coil,10,MF-HVKG,0.8334362298649838,0.058557843373744665,0.08027367086496842
torsional coil,11,MF-HVKG,0.834697224687287,0.06446294872072636,0.09732253418401056
torsional coil,12,MF-HVKG,0.8354248871229963,0.05975468723498404,0.08731130519751787
torsional coil,13,MF-HVKG,0.8383330876740317,0.043879712902191344,0.0974866123288519
torsional coil,14,MF-HVKG,0.8150646120148786,0.059802413452041556,0.08703457924216597
torsional coil,15,MF-HVKG,0.8354890725058592,0.051191801465040584,0.09809249228988706
torsional coil,16,MF-HVKG,0.8181020115588843,0.0549591881459765,0.10051523253421525
torsional coil,17,MF-HVKG,0.8451652680453732,0.06230103769529768,0.08785423432997241
torsional coil,18,MF-HVKG,0.8459563425251628,0.06973384971256841,0.10732362866836018
torsional coil,19,MF-HVKG,0.8152609056400596,0.06665953592963625,0.08850224780825462
torsional coil,20,MF-HVKG,0.8437160528730452,0.07160290654838439,0.09460876687654075
torsional coil,1,qLogNEHVI,0.8477573250087227,0.0775883150036761,0.09578676210898993
torsional coil,2,qLogNEHVI,0.8352365552905295,0.07146061243105208,0.09307541514444419
torsional coil,3,qLogNEHVI,0.8397412068649169,0.06968614541330816,0.0889954171469797
torsional coil,4,qLogNEHVI,0.832164422331109,0.0775651717263584,0.11456625985247916
torsional coil,5,qLogNEHVI,0.8236567254463967,0.06875031797669406,0.09058245128560212
torsional coil,6,qLogNEHVI,0.8322756732487215,0.07553724446657037,0.1159178178320481
torsional coil,7,qLogNEHVI,0.8441502371906048,0.08166293540340686,0.102622982166676
torsional coil,8,qLogNEHVI,0.8255862684418165,0.07246748999435049,0.11248016042401603
torsional coil,9,qLogNEHVI,0.835557939662914,0.07482778044442473,0.09059611688306116
torsional coil,10,qLogNEHVI,0.8385427194478985,0.06337364397676715,0.10259231297214992
torsional coil,11,qLogNEHVI,0.8269771112920596,0.06217004195877733,0.0952821819861567
torsional coil,12,qLogNEHVI,0.8571206512779678,0.08172259001692248,0.11111865192586497
torsional coil,13,qLogNEHVI,0.850538564233903,0.07239056526900524,0.09470996226724125
torsional coil,14,qLogNEHVI,0.8572406245642592,0.06929657284263933,0.09573781691073496
torsional coil,15,qLogNEHVI,0.8456239997870272,0.06598216594018892,0.08529948800249307
torsional coil,16,qLogNEHVI,0.829747976732037,0.059044060559201104,0.08689374549157476
torsional coil,17,qLogNEHVI,0.823934663216222,0.06409144739546485,0.10056095681255518
torsional coil,18,qLogNEHVI,0.8500279974593474,0.07081574919166819,0.10266306583776448
torsional coil,19,qLogNEHVI,0.8473014513622273,0.06919930123433597,0.08834000260513114
torsional coil,20,qLogNEHVI,0.8377063233125185,0.06745270177956238,0.09849252606455669
