task,seed,method,normalized_HV,shape_error,force_MAPE
unseen LCE formulation B,19,AS-SMEA,0.8440678432693297,0.11187716826857032,0.14479531095558162
unseen LCE formulation B,20,AS-SMEA,0.8078557662567922,0.11123795273068138,0.13337512149653186
short tight helix,1,Frank-WT MF-PIRN,0.8885801338190493,0.04349622421037723,0.06811325828781137
short tight helix,2,Frank-WT MF-PIRN,0.9106684023721933,0.053007626787814864,0.06958420461760204
short tight helix,3,Frank-WT MF-PIRN,0.9073149078023326,0.05666988339135584,0.06363748020406587
short tight helix,4,Frank-WT MF-PIRN,0.91098566086137,0.05118800504304477,0.07467694541957738
short tight helix,5,Frank-WT MF-PIRN,0.898320524231815,0.06358853887203852,0.072075238060652
short tight helix,6,Frank-WT MF-PIRN,0.8979285192579928,0.049193061712623526,0.06983588729018723
short tight helix,7,Frank-WT MF-PIRN,0.8961871366042048,0.038751107836466556,0.08205875153655368
short tight helix,8,Frank-WT MF-PIRN,0.9050891584150944,0.056277993985537775,0.07539894980503133
short tight helix,9,Frank-WT MF-PIRN,0.8953723784811546,0.04530729736062717,0.07657651853976025
short tight helix,10,Frank-WT MF-PIRN,0.8981142503848616,0.06014261256589931,0.06821638858824992
short tight helix,11,Frank-WT MF-PIRN,0.8923084336570252,0.04852451070764978,0.07071708255707729
short tight helix,12,Frank-WT MF-PIRN,0.9113170454451323,0.04628608735145361,0.05383655171795333
short tight helix,13,Frank-WT MF-PIRN,0.9025976489951669,0.04678020632062781,0.06347025629733787
short tight helix,14,Frank-WT MF-PIRN,0.90101708009276,0.05681457313834967,0.0810851148680768
short tight helix,15,Frank-WT MF-PIRN,0.907369782093629,0.047724916363920275,0.07709770981721692
short tight helix,16,Frank-WT MF-PIRN,0.8888736917013176,0.053602039030960835,0.08114205588627096
short tight helix,17,Frank-WT MF-PIRN,0.9138805233178785,0.05141808172503296,0.09185962118546322
short tight helix,18,Frank-WT MF-PIRN,0.9053069290173037,0.04498693148451491,0.06816977274450822
short tight helix,19,Frank-WT MF-PIRN,0.8928657562248994,0.04400783016935745,0.061238911065855
short tight helix,20,Frank-WT MF-PIRN,0.9124908074360191,0.04247721378149957,0.07686781483495891
short tight helix,1,MF-HVKG,0.9024690690108744,0.06211769262382769,0.10357879643593551
short tight helix,2,MF-HVKG,0.9003245307865922,0.06109622414952308,0.08836471897151021
short tight helix,3,MF-HVKG,0.9049268596330233,0.07181453379611326,0.10737782771119521
short tight helix,4,MF-HVKG,0.898701579370022,0.053090734394594205,0.08842984794850224
short tight helix,5,MF-HVKG,0.8829119894161147,0.05523696904176418,0.10771939081210374
short tight helix,6,MF-HVKG,0.8834094072685049,0.0631241579778748,0.09121333479912924
short tight helix,7,MF-HVKG,0.8854591227818026,0.06710705181107766,0.08169444827402218
short tight helix,8,MF-HVKG,0.8899758179852113,0.061841806496977084,0.07415163694559143
short tight helix,9,MF-HVKG,0.8723405250802817,0.04193928874910246,0.08346255851523628
short tight helix,10,MF-HVKG,0.8841536085286822,0.060546473833076694,0.08981225101326332
short tight helix,11,MF-HVKG,0.8999557730345477,0.07156197712496196,0.0986742395420393
short tight helix,12,MF-HVKG,0.8698627462035162,0.06717149248349094,0.08473487744229367
short tight helix,13,MF-HVKG,0.9064430192414324,0.05842276182016432,0.07485382698688692
short tight helix,14,MF-HVKG,0.9010546406578391,0.05940297744393145,0.09616278274199799
short tight helix,15,MF-HVKG,0.8792014651961472,0.05223316555496556,0.08482944198386147
short tight helix,16,MF-HVKG,0.8897805370241524,0.06175747905255873,0.0960004593039305
short tight helix,17,MF-HVKG,0.8695243070959408,0.059100298375781075,0.08702333372298444
short tight helix,18,MF-HVKG,0.8794683974657913,0.05004298694339904,0.1001092436885298
short tight helix,19,MF-HVKG,0.8838692849955355,0.06291553619691663,0.0948966910639457
short tight helix,20,MF-HVKG,0.8843466131004462,0.06732677256013135,0.09272394201419346
short tight helix,1,qLogNEHVI,0.8943315955231265,0.07277261820571017,0.11084500472997091
short tight helix,2,qLogNEHVI,0.8789820206059766,0.07733042457025024,0.09526091534360759
short tight helix,3,qLogNEHVI,0.8715289418992718,0.06691760454207524,0.10179947438229249
short tight helix,4,qLogNEHVI,0.9060908444102299,0.05943793850928061,0.10499441956929317
short tight helix,5,qLogNEHVI,0.8873284797670852,0.07026608624927937,0.11105144059215119
short tight helix,6,qLogNEHVI,0.8599828603956723,0.07588889411047724,0.10714819273159507
short tight helix,7,qLogNEHVI,0.8629133570705838,0.07045770271856933,0.09649981025365419
short tight helix,8,qLogNEHVI,0.8661066041575599,0.07044166572545216,0.11817563592853123
short tight helix,9,qLogNEHVI,0.8995841888693075,0.07200434201622073,0.10914552961018219
short tight helix,10,qLogNEHVI,0.8842021514607304,0.060920746784279174,0.0863238370482601
short tight helix,11,qLogNEHVI,0.8744237166184894,0.07452203387562303,0.09065787039436833
short tight helix,12,qLogNEHVI,0.8640390598765753,0.08478172117048217,0.11185457699200604
short tight helix,13,qLogNEHVI,0.8673976280491096,0.06349780869606109,0.09345882443124442
short tight helix,14,qLogNEHVI,0.8860564694990436,0.07178304368255023,0.10981780282101142
short tight helix,15,qLogNEHVI,0.8651541888824885,0.07389820232801939,0.07722465104677284
short tight helix,16,qLogNEHVI,0.8827326695052529,0.06333037954553214,0.11502058641742065
short tight helix,17,qLogNEHVI,0.895198086509392,0.06305126943451791,0.10630512363521624
short tight helix,18,qLogNEHVI,0.8722068494569137,0.07266468386550988,0.0866471612577168
short tight helix,19,qLogNEHVI,0.9017083467784778,0.0725767838908398,0.13050665306404788
short tight helix,20,qLogNEHVI,0.8825616450645631,0.06773683898273626,0.1062630721262944
short tight helix,1,MOMF,0.8598089398326819,0.07368816497335658,0.10612049786533498
short tight helix,2,MOMF,0.8747571304474385,0.08090504684185987,0.11220255365868156
short tight helix,3,MOMF,0.8508846783161657,0.08243913023831108,0.12401133751457488
short tight helix,4,MOMF,0.8799502651441916,0.07316899187941799,0.12699834266350182
short tight helix,5,MOMF,0.8601866662186031,0.07622527433041233,0.10557856581394565
short tight helix,6,MOMF,0.8573109924869781,0.0778068350606241,0.11726426815530992
short tight helix,7,MOMF,0.8540614196880382,0.07383785216916267,0.11527333108322263
short tight helix,8,MOMF,0.8847186617088602,0.06744454561678284,0.1037429058755866
short tight helix,9,MOMF,0.8762494680734617,0.08092330545339314,0.11219779023399803
short tight helix,10,MOMF,0.8891957813572384,0.0809208383787501,0.11711492676788557
short tight helix,11,MOMF,0.8568268145005696,0.07271265356580342,0.1186738778889955
short tight helix,12,MOMF,0.8790479138234243,0.06600504259383665,0.10466175798692283
short tight helix,13,MOMF,0.865628440461015,0.08088384468245575,0.11170302802046748
short tight helix,14,MOMF,0.8595261098474631,0.07588888200997614,0.11926456620386688
short tight helix,15,MOMF,0.8677692994063205,0.07422595886065436,0.10667809084521993
short tight helix,16,MOMF,0.8923670242031704,0.08572330864465873,0.12652508960063674
short tight helix,17,MOMF,0.8790397746857919,0.0837257473116481,0.11595084832711354
short tight helix,18,MOMF,0.8421415879965165,0.06603278612250518,0.11983608583598902
short tight helix,19,MOMF,0.8619546938293917,0.06422727776982567,0.11387600090122721
short tight helix,20,MOMF,0.855791534173767,0.07922978616187742,0.13208722718020646
short tight helix,1,PHSEA,0.8649205596697737,0.07919003978872885,0.1273064082576468
short tight helix,2,PHSEA,0.8721402649474621,0.10418393006504235,0.15384445324049262
short tight helix,3,PHSEA,0.8533712357915092,0.08362880778269166,0.1488415505910219
short tight helix,4,PHSEA,0.8586364101130382,0.07959003249166649,0.12998297883462928
short tight helix,5,PHSEA,0.8644422032226996,0.0925887787132026,0.14418565579094086
short tight helix,6,PHSEA,0.8774091176735054,0.08089820426871931,0.13538950346342526
short tight helix,7,PHSEA,0.8634404291905831,0.08148879921649535,0.11041595487322786
short tight helix,8,PHSEA,0.8616789738470382,0.08683826582585157,0.11855379159796778
short tight helix,9,PHSEA,0.8791285899126069,0.09083661223104716,0.1338902491903941
short tight helix,10,PHSEA,0.8635935676102845,0.07846881915747947,0.14017816760367804
short tight helix,11,PHSEA,0.8678027956357848,0.08311975182706503,0.1332995301115253
short tight helix,12,PHSEA,0.8650859194435782,0.08250468364882396,0.12985717041541328
short tight helix,13,PHSEA,0.8669796507186038,0.08343727840152361,0.11961832504237738
short tight helix,14,PHSEA,0.8528365628873542,0.07404104814199226,0.11484270105940124
short tight helix,15,PHSEA,0.8413273691651123,0.0888819335195634,0.11002110857864543
short tight helix,16,PHSEA,0.8730298316543819,0.07217461346911147,0.14666491061684805
short tight helix,17,PHSEA,0.8860973132935009,0.0802467208363688,0.12104860575878452
short tight helix,18,PHSEA,0.8713396919259505,0.07845853577617619,0.13474869069843418
short tight helix,19,PHSEA,0.8717786857490731,0.08831133426330559,0.13634664968353316
short tight helix,20,PHSEA,0.858307978044964,0.09517485385653973,0.10932950851983418
short tight helix,1,MSAEA-DM,0.8802754816609492,0.09597666466424129,0.12938372897314124
short tight helix,2,MSAEA-DM,0.8349730023485211,0.08873508687839995,0.15656408099170577
short tight helix,3,MSAEA-DM,0.8731560625786966,0.09491853399710143,0.139969705567115
short tight helix,4,MSAEA-DM,0.8449977328800077,0.09259013688091977,0.1673831137576995
short tight helix,5,MSAEA-DM,0.8415623331211074,0.10139148081367727,0.15927920608156082
short tight helix,6,MSAEA-DM,0.8502095072463385,0.08978097646100584,0.14655915551728035
short tight helix,7,MSAEA-DM,0.8630115851758609,0.09661529132018477,0.1348931883421804
short tight helix,8,MSAEA-DM,0.8330007049240635,0.09672682681361658,0.14439600667343463
short tight helix,9,MSAEA-DM,0.8562858545582885,0.1067833375271398,0.1487480237820334
short tight helix,10,MSAEA-DM,0.8248101195360901,0.09688315574137223,0.1407932765898092
short tight helix,11,MSAEA-DM,0.8439384743219913,0.0909359068712914,0.1577649177296247
short tight helix,12,MSAEA-DM,0.8277819801216612,0.09419178888801652,0.15168610950012684
short tight helix,13,MSAEA-DM,0.8480467821134334,0.0891831237200661,0.15317904618319197
short tight helix,14,MSAEA-DM,0.8481762996008599,0.08939947736661195,0.14385304004136834
short tight helix,15,MSAEA-DM,0.8615822405001436,0.09118014023175998,0.17282316096875622
short tight helix,16,MSAEA-DM,0.8552227463581378,0.0795587314499635,0.15449933008303213
short tight helix,17,MSAEA-DM,0.8609344125311477,0.0960663969005935,0.15104615993373127
short tight helix,18,MSAEA-DM,0.8483842301747546,0.09432955894415501,0.15470121354215832
short tight helix,19,MSAEA-DM,0.8498214692126038,0.08584403652569807,0.14353172157625452
short tight helix,20,MSAEA-DM,0.836446237573798,0.09223150475222608,0.160811219458228
short tight helix,1,AS-SMEA,0.823882989085269,0.10278483202370674,0.15264045876800006
short tight helix,2,AS-SMEA,0.8544604221916277,0.09059097368994139,0.16956436368568698
short tight helix,3,AS-SMEA,0.8411078990676313,0.1105774499644912,0.158556243007116
short tight helix,4,AS-SMEA,0.8442173169291379,0.09522349225924816,0.16350977607207182
short tight helix,5,AS-SMEA,0.8297570025343451,0.10177743679061159,0.15698123102738662
short tight helix,6,AS-SMEA,0.8584897342609236,0.10095351772783817,0.15902685811076367
short tight helix,7,AS-SMEA,0.8365383616398384,0.1008729237517791,0.17105180238253553
short tight helix,8,AS-SMEA,0.8471899963706389,0.09704854983632547,0.17231657059506933
short tight helix,9,AS-SMEA,0.8375821958536253,0.0974678755649254,0.15420515022593906
short tight helix,10,AS-SMEA,0.8332283826378806,0.10590981253252134,0.1574955270569284
short tight helix,11,AS-SMEA,0.8330412976693721,0.09820463727047407,0.16120180481099108
short tight helix,12,AS-SMEA,0.86042361602064,0.11099135374933722,0.15217182008673016
short tight helix,13,AS-SMEA,0.8450236535554646,0.10544108458567132,0.15465298705393332
short tight helix,14,AS-SMEA,0.8450904674342727,0.09322783159487233,0.15976866649690824
short tight helix,15,AS-SMEA,0.834398898385132,0.1070700862413509,0.15850588941388588
short tight helix,16,AS-SMEA,0.8580429946737171,0.10612297159780792,0.1444658132162478
short tight helix,17,AS-SMEA,0.8449717634507226,0.09912032408886708,0.16399132562885516
short tight helix,18,AS-SMEA,0.8289124766830739,0.09267970421074995,0.15869037392004787
short tight helix,19,AS-SMEA,0.8528495536944164,0.10817264543560208,0.1585184020876616
short tight helix,20,AS-SMEA,0.8402950198834188,0.10450261478138027,0.15641748985002285
long compliant helix,1,Frank-WT MF-PIRN,0.8912715118107031,0.0494927786385076,0.08142493754224182
long compliant helix,2,Frank-WT MF-PIRN,0.8981847765773061,0.059854237606678865,0.0798318517394666
long compliant helix,3,Frank-WT MF-PIRN,0.8970508469281343,0.051060575969775215,0.08562964824869194
long compliant helix,4,Frank-WT MF-PIRN,0.8880531419842963,0.03910824639765564,0.08246299908751029
long compliant helix,5,Frank-WT MF-PIRN,0.9031754642474931,0.047823222501841296,0.0947134005136342
long compliant helix,6,Frank-WT MF-PIRN,0.8918458932630313,0.05403825357159977,0.09098461774518721
long compliant helix,7,Frank-WT MF-PIRN,0.8848683398561026,0.04931392752508065,0.08957811763130225
long compliant helix,8,Frank-WT MF-PIRN,0.8913003641350987,0.04205474144044391,0.08935520007551855
long compliant helix,9,Frank-WT MF-PIRN,0.8902903347609363,0.04731049329101154,0.07181565435881468
long compliant helix,10,Frank-WT MF-PIRN,0.9163622532683666,0.058582333179871,0.08243447376749727
long compliant helix,11,Frank-WT MF-PIRN,0.9066396774874144,0.0401270610439639,0.0680861864732506
long compliant helix,12,Frank-WT MF-PIRN,0.8923664607815464,0.051305575066330544,0.06537081321128276
long compliant helix,13,Frank-WT MF-PIRN,0.8901053331347697,0.05390118470912455,0.0739902894159507
long compliant helix,14,Frank-WT MF-PIRN,0.8976066426654111,0.05485659685438579,0.09441715212520979
long compliant helix,15,Frank-WT MF-PIRN,0.8996361422310741,0.056093866933650226,0.06927286547560206
long compliant helix,16,Frank-WT MF-PIRN,0.9086517214445743,0.03707567732914186,0.06727608667337916
long compliant helix,17,Frank-WT MF-PIRN,0.8856232191905419,0.053974579155727585,0.07765165382960008
long compliant helix,18,Frank-WT MF-PIRN,0.8927301637054949,0.054835055711374335,0.06746793772064602
long compliant helix,19,Frank-WT MF-PIRN,0.9083690494887091,0.06543815626525071,0.07723559188117325
long compliant helix,20,Frank-WT MF-PIRN,0.8946171860391529,0.05285067094449045,0.06055386395754371
long compliant helix,1,MF-HVKG,0.8690619776963447,0.06248988837768722,0.08622925092986031
long compliant helix,2,MF-HVKG,0.8729178671857801,0.06157405890312378,0.09299117440709151
long compliant helix,3,MF-HVKG,0.8766737408520022,0.05280609120241242,0.07808466437841506
long compliant helix,4,MF-HVKG,0.8859607112298675,0.05262521958472772,0.0924984594038674
long compliant helix,5,MF-HVKG,0.857735631812085,0.06321237565079929,0.08657957806273855
long compliant helix,6,MF-HVKG,0.8758068714945438,0.06490646799953108,0.09183459247974136
long compliant helix,7,MF-HVKG,0.9006355432894185,0.06370221200190102,0.07356134481793729
long compliant helix,8,MF-HVKG,0.8983880164748934,0.03917006972068441,0.0940227746150524
long compliant helix,9,MF-HVKG,0.9111127187187,0.05406075420912772,0.08423666048216621
long compliant helix,10,MF-HVKG,0.8801775646415971,0.04901731700662181,0.08800509154601871
long compliant helix,11,MF-HVKG,0.8834717747670372,0.056997348364614744,0.08090567296972989
long compliant helix,12,MF-HVKG,0.8892199185771694,0.058695589620032865,0.08363878101085592
long compliant helix,13,MF-HVKG,0.8862869120206409,0.06023979069280143,0.08734137046913919
long compliant helix,14,MF-HVKG,0.8572408811979604,0.06727509869384625,0.09119877452265736
long compliant helix,15,MF-HVKG,0.8915584596722426,0.06292782176009591,0.08689660375894315
long compliant helix,16,MF-HVKG,0.9112292214859296,0.0696393248906062,0.08216867890090954
long compliant helix,17,MF-HVKG,0.8568232490215602,0.06793757517885594,0.09006417010405784
long compliant helix,18,MF-HVKG,0.8704006414569392,0.07281129446279389,0.08310603921364595
long compliant helix,19,MF-HVKG,0.8775967798072737,0.06484071594020711,0.08429690247829728
long compliant helix,20,MF-HVKG,0.8801895305215437,0.054377739006157444,0.08490110841516543
long compliant helix,1,qLogNEHVI,0.8750379881944435,0.06157305156085589,0.10062776862537655
long compliant helix,2,qLogNEHVI,0.8742685337836565,0.0795237858550903,0.10777466139072439
long compliant helix,3,qLogNEHVI,0.8841631499225903,0.06578782826752538,0.11445949414793034
long compliant helix,4,qLogNEHVI,0.8637544075087907,0.07231952513356923,0.09608916628136326
long compliant helix,5,qLogNEHVI,0.8743707592313225,0.07061930330769271,0.10281042248513468
long compliant helix,6,qLogNEHVI,0.8884940834947113,0.06580772464838541,0.09151871667222271
long compliant helix,7,qLogNEHVI,0.8571958480265067,0.07837229070413188,0.09313182811097699
long compliant helix,8,qLogNEHVI,0.8689690561508139,0.06384062154771539,0.07855561568180472
long compliant helix,9,qLogNEHVI,0.8825278176916558,0.060724158887478175,0.10369798446673054
long compliant helix,10,qLogNEHVI,0.8761175915298762,0.06772112667463002,0.09644667575709642
long compliant helix,11,qLogNEHVI,0.862494891713653,0.06267750632871069,0.1076413441511623
long compliant helix,12,qLogNEHVI,0.8628311496823083,0.06908142224446051,0.10889942392904477
long compliant helix,13,qLogNEHVI,0.8735847737822181,0.08035845134178823,0.09687874775562325
long compliant helix,14,qLogNEHVI,0.8933339943303801,0.07328441040685424,0.0959951344192245
long compliant helix,15,qLogNEHVI,0.866379038798169,0.07632293796583783,0.09425637354390684
long compliant helix,16,qLogNEHVI,0.8501569916011344,0.0700226351354373,0.10896494911065917
long compliant helix,17,qLogNEHVI,0.8607554937820685,0.05678530057459786,0.10488054388712242
long compliant helix,18,qLogNEHVI,0.8694400810677418,0.07445774666671706,0.09755828066159263
long compliant helix,19,qLogNEHVI,0.8930873511860068,0.06297233419103795,0.11583677643717354
long compliant helix,20,qLogNEHVI,0.8625841753461738,0.06666837357292422,0.11814863754310465
long compliant helix,1,MOMF,0.8675059656268616,0.0635064096185267,0.13409858873946554
long compliant helix,2,MOMF,0.8834079400991853,0.07372103512166985,0.1169293245658201
long compliant helix,3,MOMF,0.8626913823487848,0.08396680523768756,0.12110161927585505
long compliant helix,4,MOMF,0.880500102602432,0.0701658047010818,0.12172155194476794
long compliant helix,5,MOMF,0.8622538671215996,0.0698138098171613,0.119129360828766
long compliant helix,6,MOMF,0.8721821840218988,0.08957538045219478,0.11752227642033534
long compliant helix,7,MOMF,0.8506281980596782,0.06565870226162857,0.11888081587274077
long compliant helix,8,MOMF,0.8611349380099714,0.0800939962221757,0.11339984054798044
long compliant helix,9,MOMF,0.8616001193980793,0.06998355453322211,0.1299806379035199
long compliant helix,10,MOMF,0.8737233361981226,0.07144217480905621,0.11375780896950771
long compliant helix,11,MOMF,0.8598560710776508,0.0795488478706972,0.10230185364742497
long compliant helix,12,MOMF,0.8514548278957268,0.08799442124885484,0.11659129025714285
long compliant helix,13,MOMF,0.862165121836173,0.07161363119644837,0.11559550011890649
long compliant helix,14,MOMF,0.8784371781526146,0.07873196059117275,0.10037996266280833
long compliant helix,15,MOMF,0.8740255230897781,0.06505445060856732,0.12159422081035505
long compliant helix,16,MOMF,0.8569963018392315,0.08173919779261357,0.10255821978277015
long compliant helix,17,MOMF,0.8751929750362573,0.07158856503490131,0.12470067716112984
long compliant helix,18,MOMF,0.8996710115530339,0.07535395159414977,0.12153742050063131
long compliant helix,19,MOMF,0.8747757532023396,0.07778636752230937,0.11454722113777702
long compliant helix,20,MOMF,0.8764741222421388,0.0800288241492956,0.12072768721791471
long compliant helix,1,PHSEA,0.8547863073951028,0.07890816738075142,0.11391165444839796
long compliant helix,2,PHSEA,0.8681030076518731,0.08846706315057218,0.1278867402901163
long compliant helix,3,PHSEA,0.8566072362476004,0.07628102836465218,0.12858042378552847
long compliant helix,4,PHSEA,0.8567388376055624,0.07922575398776237,0.12567996789417182
long compliant helix,5,PHSEA,0.8761706453400303,0.09075019666398397,0.12939242883724625
long compliant helix,6,PHSEA,0.8603203781236658,0.08654029777015,0.12612606486397787
long compliant helix,7,PHSEA,0.8630285384113168,0.09257512476015145,0.10787503002636659
long compliant helix,8,PHSEA,0.8503234933974148,0.07602028372573788,0.1479855772640997
long compliant helix,9,PHSEA,0.821410778900446,0.07602382346415706,0.12404377045095266
long compliant helix,10,PHSEA,0.842693332033816,0.08208131200813663,0.13073840603640324
long compliant helix,11,PHSEA,0.851796420144039,0.08225551464470134,0.14494599223724236
long compliant helix,12,PHSEA,0.8295753946610095,0.06854652314297471,0.12213415094194419
long compliant helix,13,PHSEA,0.8355019039597171,0.08622252079894915,0.1407031378062335
long compliant helix,14,PHSEA,0.8683542424885916,0.08413605112630759,0.1200017391593034
long compliant helix,15,PHSEA,0.8678266630458503,0.07731775704083797,0.1453966987996781
long compliant helix,16,PHSEA,0.8546990150832411,0.07797105878851532,0.1316666482155738
long compliant helix,17,PHSEA,0.8563130719435335,0.0854936047589931,0.1276273017498971
long compliant helix,18,PHSEA,0.8499000500562011,0.09278563392968037,0.12740797142198879
long compliant helix,19,PHSEA,0.8655747969301827,0.07720981038504185,0.09253006176898218
long compliant helix,20,PHSEA,0.8495408830966208,0.09000390676549247,0.11218539630190365
long compliant helix,1,MSAEA-DM,0.8576289490104154,0.09056737404032017,0.147425976129492
long compliant helix,2,MSAEA-DM,0.8627200920637925,0.1048612291058686,0.1568087680526632
long compliant helix,3,MSAEA-DM,0.8484629064425799,0.09106072583867726,0.14288637874349958
long compliant helix,4,MSAEA-DM,0.8353230085614662,0.08806966003325734,0.12236651370549359
long compliant helix,5,MSAEA-DM,0.8365058281354684,0.0973048806971236,0.13182278761375765
long compliant helix,6,MSAEA-DM,0.8686594730984574,0.10447751431925452,0.1400035635338484
long compliant helix,7,MSAEA-DM,0.8563412224876207,0.09804918240935541,0.15585355283337288
long compliant helix,8,MSAEA-DM,0.8626939834253154,0.09181423409294209,0.14537864822723295
long compliant helix,9,MSAEA-DM,0.8427801466933253,0.09850086836962187,0.15399309629630367
long compliant helix,10,MSAEA-DM,0.8540548462274212,0.09496300872980995,0.1569614767872659
long compliant helix,11,MSAEA-DM,0.8517002873121524,0.08785536287652335,0.15127982874367607
long compliant helix,12,MSAEA-DM,0.8381692314130854,0.08105488414043852,0.14090092654438394
long compliant helix,13,MSAEA-DM,0.8393454309774059,0.08680347946997648,0.1600459252560919
long compliant helix,14,MSAEA-DM,0.8339261192138652,0.09006290918863101,0.1295414777584836
long compliant helix,15,MSAEA-DM,0.8329550172437765,0.08680837813246396,0.14563279772370202
long compliant helix,16,MSAEA-DM,0.8458098456460287,0.09333644390452447,0.14151562781996607
long compliant helix,17,MSAEA-DM,0.8641249530590358,0.09011784428208336,0.14845903092097454
long compliant helix,18,MSAEA-DM,0.8487679151819691,0.08896286526744303,0.1486308324358696
long compliant helix,19,MSAEA-DM,0.8462504847266499,0.09723704814189263,0.1261284839779825
long compliant helix,20,MSAEA-DM,0.8427370723907731,0.09412665979131403,0.17626392061844448
long compliant helix,1,AS-SMEA,0.8421416966670816,0.10456943454984238,0.1608344358919148
long compliant helix,2,AS-SMEA,0.845598453477665,0.09478922912449317,0.167312040154407
long compliant helix,3,AS-SMEA,0.8345908523457714,0.09468052302862072,0.15924328563593595
long compliant helix,4,AS-SMEA,0.8315849620189258,0.0947788608636856,0.14811006634898624
long compliant helix,5,AS-SMEA,0.8260962522796222,0.10966854325081264,0.16106481645142676
long compliant helix,6,AS-SMEA,0.8317198249291272,0.11391158079566197,0.18066247426433024
long compliant helix,7,AS-SMEA,0.8306746886953221,0.09532868857636709,0.1460668090080167
long compliant helix,8,AS-SMEA,0.8509494120105657,0.11034749700384433,0.16140741245549925
long compliant helix,9,AS-SMEA,0.8293268291216338,0.09604997932592126,0.17649327221407943
long compliant helix,10,AS-SMEA,0.8342276286723125,0.09334966717479014,0.13361174356887226
long compliant helix,11,AS-SMEA,0.831385230823304,0.1028675612324704,0.16591505538949305
long compliant helix,12,AS-SMEA,0.8381745607133085,0.09734873039083007,0.1579904934125746
long compliant helix,13,AS-SMEA,0.8423727296397995,0.10114587599348879,0.1563328150564262
long compliant helix,14,AS-SMEA,0.8547975876431207,0.11039488686641083,0.1587958685298245
long compliant helix,15,AS-SMEA,0.844499698167544,0.10631984956698357,0.14744125673658037
long compliant helix,16,AS-SMEA,0.820592594528461,0.08915423990948425,0.18296180827827813
long compliant helix,17,AS-SMEA,0.8456696166464515,0.08625383473295353,0.17318568785671268
long compliant helix,18,AS-SMEA,0.8853803182005746,0.10931079528879246,0.15338324586848057
long compliant helix,19,AS-SMEA,0.8307072154283096,0.1040141633414879,0.14909126157746572
long compliant helix,20,AS-SMEA,0.829490887385676,0.09759560325598478,0.1623041581892752
graded-pitch helix,1,Frank-WT MF-PIRN,0.8858296284847638,0.049891788886836694,0.08050232550718228
graded-pitch helix,2,Frank-WT MF-PIRN,0.8557042123934103,0.05030097008311699,0.06597257309135512
graded-pitch helix,3,Frank-WT MF-PIRN,0.8929392082623647,0.04471811835772107,0.08403661558214348
graded-pitch helix,4,Frank-WT MF-PIRN,0.8850096988945303,0.0489618479659257,0.07894922154374708
graded-pitch helix,5,Frank-WT MF-PIRN,0.8840887845790759,0.048560605516254185,0.08474886638071621
graded-pitch helix,6,Frank-WT MF-PIRN,0.8978043124930412,0.057322699279368006,0.07687503399233196
graded-pitch helix,7,Frank-WT MF-PIRN,0.8754204352439404,0.06227781388206491,0.07556275918568002
graded-pitch helix,8,Frank-WT MF-PIRN,0.8911885640179409,0.05268800851733745,0.06251027508573677
graded-pitch helix,9,Frank-WT MF-PIRN,0.8696848527122475,0.05265936603460732,0.08433054901373054
graded-pitch helix,10,Frank-WT MF-PIRN,0.8875854750491237,0.04487505343001754,0.07714827803038052
graded-pitch helix,11,Frank-WT MF-PIRN,0.8628088533175264,0.057951988492314664,0.07388092764576609
graded-pitch helix,12,Frank-WT MF-PIRN,0.8680001605139287,0.06313881072100581,0.07154030455315048
graded-pitch helix,13,Frank-WT MF-PIRN,0.8644173694914478,0.05454789254429231,0.06665769755167202
graded-pitch helix,14,Frank-WT MF-PIRN,0.8651954030747214,0.05280057423855431,0.06008365523829938
graded-pitch helix,15,Frank-WT MF-PIRN,0.8950556878382482,0.05803085161751566,0.08187670164250598
graded-pitch helix,16,Frank-WT MF-PIRN,0.8920430880061948,0.05026709610762103,0.06702872006454491
graded-pitch helix,17,Frank-WT MF-PIRN,0.8666076698767375,0.04795736082209136,0.0699514660431313
graded-pitch helix,18,Frank-WT MF-PIRN,0.885699210106397,0.055798524182000486,0.07197091908096491
graded-pitch helix,19,Frank-WT MF-PIRN,0.8847091595546692,0.050433780681352645,0.09083433048258274
graded-pitch helix,20,Frank-WT MF-PIRN,0.8728712071006959,0.05519144700613288,0.05594086340055249
graded-pitch helix,1,MF-HVKG,0.8737782618896661,0.05810450508318295,0.0930526966851241
graded-pitch helix,2,MF-HVKG,0.8963598906520795,0.055787133297895024,0.09254090009849203
graded-pitch helix,3,MF-HVKG,0.8926093271582635,0.06051535298008807,0.07895318587807677
graded-pitch helix,4,MF-HVKG,0.8795558274065305,0.06417490720163531,0.09478509443481062
graded-pitch helix,5,MF-HVKG,0.9023782449268483,0.05994655264092552,0.06373037906375062
graded-pitch helix,6,MF-HVKG,0.8888065574199089,0.05688588134639626,0.08655722393579185
graded-pitch helix,7,MF-HVKG,0.8860888682821526,0.05594001874509343,0.09254005456440591
graded-pitch helix,8,MF-HVKG,0.8811883280543051,0.06253301409094413,0.0949271610110543
graded-pitch helix,9,MF-HVKG,0.8788571542576153,0.059166766635013815,0.09363172336701217
graded-pitch helix,10,MF-HVKG,0.8772002411719239,0.04652265910870641,0.09708249712110227
graded-pitch helix,11,MF-HVKG,0.8608361312395635,0.05281015502516698,0.08860619477061775
graded-pitch helix,12,MF-HVKG,0.8619543948387737,0.05853494017928881,0.08333236765850917
