paired_cases,variant,seed,shape_MAE,force_MAPE
40,physics-informed residual PIRN,2,0.021203409715374714,0.0746815598795638
40,physics-informed residual PIRN,3,0.026193046687292977,0.06742445769730088
40,physics-informed residual PIRN,4,0.02369138217742202,0.0571616259376609
40,physics-informed residual PIRN,5,0.024024232275258517,0.06813980536069074
40,physics-informed residual PIRN,6,0.025455027418141297,0.04679894659063247
40,physics-informed residual PIRN,7,0.027745108116191027,0.057046266778650885
40,physics-informed residual PIRN,8,0.027528674328511707,0.062014829321340385
40,physics-informed residual PIRN,9,0.02637456280881311,0.04845359631579102
40,physics-informed residual PIRN,10,0.024948186079501614,0.06534480313486561
40,physics-informed residual PIRN,11,0.020401666349059582,0.06515846738414949
40,physics-informed residual PIRN,12,0.026270545377265482,0.0598808791193419
40,physics-informed residual PIRN,13,0.021790845040962285,0.06429947619476617
40,physics-informed residual PIRN,14,0.024299456091158644,0.06581709452601979
40,physics-informed residual PIRN,15,0.02876143166356068,0.06291887465535778
40,physics-informed residual PIRN,16,0.02066748604308463,0.06671916193905834
40,physics-informed residual PIRN,17,0.023823236025542625,0.06766014556036389
40,physics-informed residual PIRN,18,0.026457048139152606,0.050971190188104976
40,physics-informed residual PIRN,19,0.030571474740988213,0.062240955690765785
40,physics-informed residual PIRN,20,0.030849845877597724,0.0492647844284725
40,physics-informed residual PIRN,21,0.024505260396114257,0.06399893477271883
40,physics-informed residual PIRN,22,0.022059569528763763,0.058693358555687136
40,physics-informed residual PIRN,23,0.01757279334096707,0.0496093240789077
40,physics-informed residual PIRN,24,0.02356310225204154,0.06121657787038273
40,physics-informed residual PIRN,25,0.02489219670257586,0.06839521019423936
40,physics-informed residual PIRN,26,0.028052214061415576,0.06312332207850813
40,physics-informed residual PIRN,27,0.02438930267903792,0.056168224415814975
40,physics-informed residual PIRN,28,0.02592049515480476,0.07547874382977662
40,physics-informed residual PIRN,29,0.02284550983551454,0.05369814638571884
40,physics-informed residual PIRN,30,0.02320633014696751,0.06610646617354816
40,data-only residual network,1,0.038767789538840615,0.0955444159723392
40,data-only residual network,2,0.04145039542321164,0.09215294353148942
40,data-only residual network,3,0.039186901285746784,0.11495108085504976
40,data-only residual network,4,0.039599136512170514,0.09756044294545023
