method,seed,HF_calls,normalized_HV,IGD_plus
qLogNEHVI,1,160,0.8814605879040864,0.0094081788129655
qLogNEHVI,1,170,0.8836265861206049,0.009437050102614634
qLogNEHVI,1,180,0.8869801670010223,0.008773732013510425
qLogNEHVI,1,190,0.8893329001437121,0.00850385413416815
qLogNEHVI,1,200,0.8881616166288991,0.007928693808502953
qLogNEHVI,2,20,0.6772301349218934,0.055718788998582465
qLogNEHVI,2,30,0.7161323589986643,0.046818379306485546
qLogNEHVI,2,40,0.7396633360973521,0.03937534827272449
qLogNEHVI,2,50,0.7652378961128228,0.033859722202165765
qLogNEHVI,2,60,0.7851823862545914,0.028855152588733512
qLogNEHVI,2,70,0.8041851030364235,0.02457100345237388
qLogNEHVI,2,80,0.8199724974320677,0.021343471728944352
qLogNEHVI,2,90,0.8323288994266042,0.01916830611141684
qLogNEHVI,2,100,0.841869348062612,0.017178426723376862
qLogNEHVI,2,110,0.8539142703586426,0.014672155802376753
qLogNEHVI,2,120,0.8574921261111664,0.012933383033270336
qLogNEHVI,2,130,0.8654264786442634,0.012235233219146758
qLogNEHVI,2,140,0.8687494352474717,0.012318225641512776
qLogNEHVI,2,150,0.8733498771105543,0.01069656953019659
qLogNEHVI,2,160,0.8772084117669228,0.009304619002271785
qLogNEHVI,2,170,0.8790324148882852,0.009289159757061008
qLogNEHVI,2,180,0.8861225409496235,0.009307548328363974
qLogNEHVI,2,190,0.8852016689539428,0.008116310384843558
qLogNEHVI,2,200,0.8935868895418618,0.008621126279194891
qLogNEHVI,3,20,0.6789125262404407,0.0558120311756247
qLogNEHVI,3,30,0.7128576212318057,0.04743191078570645
qLogNEHVI,3,40,0.7395758593575343,0.039967560347454655
qLogNEHVI,3,50,0.7625851146480687,0.033827563225667545
qLogNEHVI,3,60,0.7844978210922416,0.028904603024395688
qLogNEHVI,3,70,0.8011751405765046,0.024659326828579315
qLogNEHVI,3,80,0.8177722356544719,0.021538313005948363
qLogNEHVI,3,90,0.8282206166417284,0.018956121677032492
qLogNEHVI,3,100,0.8417807267805826,0.016743412105624647
qLogNEHVI,3,110,0.8460747827865218,0.014646358197914775
qLogNEHVI,3,120,0.8534396353068908,0.013022689603157394
qLogNEHVI,3,130,0.8635045761226712,0.012075289894409019
qLogNEHVI,3,140,0.8686060995993865,0.01087960170114225
qLogNEHVI,3,150,0.870837222517633,0.01033639969180621
qLogNEHVI,3,160,0.8765072346429129,0.009946525319963765
qLogNEHVI,3,170,0.8773601640623396,0.008857837992281228
qLogNEHVI,3,180,0.8823045865855904,0.009093395319114324
qLogNEHVI,3,190,0.8849090130656784,0.008198465152317558
qLogNEHVI,3,200,0.8845994527351085,0.007856615751198911
qLogNEHVI,4,20,0.6806277198670843,0.055929812591732936
qLogNEHVI,4,30,0.7122140937881503,0.047186308788063715
qLogNEHVI,4,40,0.7448826139044297,0.04049137838605531
qLogNEHVI,4,50,0.767548619123002,0.033948456995131486
qLogNEHVI,4,60,0.7894358766874702,0.02938342623641081
qLogNEHVI,4,70,0.8034951069806086,0.02440744459172369
qLogNEHVI,4,80,0.8202272848908432,0.021939630188260558
qLogNEHVI,4,90,0.8311129313683498,0.01915171638260313
qLogNEHVI,4,100,0.8402252113372314,0.01685900178885921
qLogNEHVI,4,110,0.8539843616617906,0.014444052705754723
qLogNEHVI,4,120,0.857168478255543,0.013467881398884652
qLogNEHVI,4,130,0.8676622750941281,0.012572279168526213
qLogNEHVI,4,140,0.8698536418588416,0.010848810121271623
qLogNEHVI,4,150,0.8712256647278958,0.010173219973614549
qLogNEHVI,4,160,0.8777505833195408,0.009374684459234093
qLogNEHVI,4,170,0.8826750258364534,0.009537524892619952
qLogNEHVI,4,180,0.8842201957312109,0.009421015200462131
qLogNEHVI,4,190,0.887985541135008,0.008839833031300938
qLogNEHVI,4,200,0.8860251246810884,0.008008239011276026
qLogNEHVI,5,20,0.6766955355625828,0.056618959404856166
qLogNEHVI,5,30,0.715744356303408,0.04679071888203552
qLogNEHVI,5,40,0.7452752126329538,0.03930329382406433
qLogNEHVI,5,50,0.7690854900759759,0.033965239003913544
qLogNEHVI,5,60,0.7834897292676887,0.028937433217350404
qLogNEHVI,5,70,0.8103433999779918,0.024489829145446246
qLogNEHVI,5,80,0.8195043795226922,0.02131731008048054
qLogNEHVI,5,90,0.8352602074304437,0.018582875466596094
qLogNEHVI,5,100,0.8458938911794088,0.016316645389622925
qLogNEHVI,5,110,0.8514367613293883,0.014492119335969911
qLogNEHVI,5,120,0.8626395682929412,0.013331279883954099
qLogNEHVI,5,130,0.8654111892130865,0.011714801637075884
qLogNEHVI,5,140,0.8752774814808396,0.011177572274883968
qLogNEHVI,5,150,0.877700279002673,0.010832213998634344
qLogNEHVI,5,160,0.8810216268999199,0.009360588414530859
qLogNEHVI,5,170,0.886967141257832,0.008835395568134246
qLogNEHVI,5,180,0.8888556605496183,0.00866307766848613
qLogNEHVI,5,190,0.8872157323579183,0.007976681378593267
qLogNEHVI,5,200,0.8929967758345063,0.007663795099013065
qLogNEHVI,6,20,0.6761953127764667,0.05716146008084029
qLogNEHVI,6,30,0.7128910543805941,0.047029482038142126
qLogNEHVI,6,40,0.7379021430071601,0.040211829439243695
qLogNEHVI,6,50,0.7626010748882125,0.03419262442753316
qLogNEHVI,6,60,0.7861993540170559,0.02882701622891653
qLogNEHVI,6,70,0.7991639053324452,0.024837942518025027
qLogNEHVI,6,80,0.8130994451044706,0.021114210250165334
qLogNEHVI,6,90,0.8266325116471204,0.018495633927417928
qLogNEHVI,6,100,0.8357276914310532,0.0175908573021359
qLogNEHVI,6,110,0.8459540077976134,0.014971192859740683
qLogNEHVI,6,120,0.8517831873642734,0.014104370709098367
qLogNEHVI,6,130,0.8588479237462048,0.011902817288363482
qLogNEHVI,6,140,0.866603195990085,0.01071453330380106
qLogNEHVI,6,150,0.8660002492059691,0.010551392136971203
qLogNEHVI,6,160,0.8725381367832797,0.00950361810284278
qLogNEHVI,6,170,0.8766599858893543,0.009065245324681384
qLogNEHVI,6,180,0.8812721149741916,0.00931558254152418
qLogNEHVI,6,190,0.8822192054759,0.008181595920275212
qLogNEHVI,6,200,0.8858930496804363,0.007630193404336582
qLogNEHVI,7,20,0.6774973843774416,0.0558916485656327
qLogNEHVI,7,30,0.7152514897723865,0.046551335668831136
qLogNEHVI,7,40,0.7387938158225591,0.04091631183857029
qLogNEHVI,7,50,0.7688270988749174,0.033218226494859435
qLogNEHVI,7,60,0.7851156242005055,0.028891883387825452
qLogNEHVI,7,70,0.802134525637905,0.025534226648912223
qLogNEHVI,7,80,0.8160226097502292,0.02153684951871942
qLogNEHVI,7,90,0.8309554085126865,0.01846614749691833
qLogNEHVI,7,100,0.8427347841925446,0.016921752478264884
qLogNEHVI,7,110,0.8517817013270054,0.0146211488888221
qLogNEHVI,7,120,0.8540245300629398,0.013592314047203586
qLogNEHVI,7,130,0.8624695356904898,0.012231493179810385
qLogNEHVI,7,140,0.8663858279370238,0.010825035170969435
qLogNEHVI,7,150,0.8715131918573327,0.010036043165822628
qLogNEHVI,7,160,0.8784790999975584,0.009677905826621631
qLogNEHVI,7,170,0.8816108467402515,0.01008975252397497
qLogNEHVI,7,180,0.8852127465118839,0.008720002722449844
qLogNEHVI,7,190,0.8848258065873482,0.008501383062403108
qLogNEHVI,7,200,0.8888237517923983,0.008472637086251114
qLogNEHVI,8,20,0.6781884412980511,0.0566933349819666
qLogNEHVI,8,30,0.7163056434294356,0.0470149809081724
qLogNEHVI,8,40,0.7428577951754789,0.03986066784039583
qLogNEHVI,8,50,0.7649226707570879,0.034299873495838906
qLogNEHVI,8,60,0.7853520801659755,0.028610184020904796
qLogNEHVI,8,70,0.8015847955842241,0.024746918824247434
qLogNEHVI,8,80,0.8222330673240522,0.021033603174656416
qLogNEHVI,8,90,0.8296633837963333,0.019058923512298317
qLogNEHVI,8,100,0.8433057749638516,0.01646597220233868
qLogNEHVI,8,110,0.8478609727844896,0.01599478397793919
qLogNEHVI,8,120,0.8581698765727341,0.014279363418149737
qLogNEHVI,8,130,0.8652022068035059,0.012053390706173731
qLogNEHVI,8,140,0.8701705671835874,0.011982118135825373
qLogNEHVI,8,150,0.878565467333174,0.01029877388408976
qLogNEHVI,8,160,0.8777104725218207,0.009725893529080041
qLogNEHVI,8,170,0.882280066483686,0.0088370940295673
qLogNEHVI,8,180,0.8824508745078874,0.00877143173101666
qLogNEHVI,8,190,0.8835398055357621,0.00831713854610773
qLogNEHVI,8,200,0.8910184886245446,0.007756128201790675
qLogNEHVI,9,20,0.6782580118089656,0.055508573397529994
qLogNEHVI,9,30,0.7137030019052978,0.047229490213288754
qLogNEHVI,9,40,0.7410665192297239,0.039678266016138726
qLogNEHVI,9,50,0.7631151535626126,0.03340459779977562
qLogNEHVI,9,60,0.7862499725997204,0.02938550784523324
qLogNEHVI,9,70,0.8061507826750166,0.024652624957061203
qLogNEHVI,9,80,0.8168878355244614,0.021649606107523704
qLogNEHVI,9,90,0.8325935198488487,0.018712119243794186
qLogNEHVI,9,100,0.8401762143965937,0.01644778806273107
qLogNEHVI,9,110,0.8478696260551438,0.01552923183384713
qLogNEHVI,9,120,0.857413438943654,0.014068445547730415
qLogNEHVI,9,130,0.8612629803715556,0.011740860494024048
qLogNEHVI,9,140,0.8695247531383934,0.011388603847061345
qLogNEHVI,9,150,0.8693774282095478,0.010579949891481604
qLogNEHVI,9,160,0.8790659737036703,0.009592003550843425
qLogNEHVI,9,170,0.8773045997290629,0.008785680156753545
qLogNEHVI,9,180,0.8814901889196443,0.008367903187741329
qLogNEHVI,9,190,0.881368310047204,0.008481263129367849
qLogNEHVI,9,200,0.8830395738054498,0.008397422527319754
qLogNEHVI,10,20,0.682412079026597,0.05544836459237347
qLogNEHVI,10,30,0.714493812759945,0.047179791202753694
qLogNEHVI,10,40,0.7436410915599239,0.03959820420365858
qLogNEHVI,10,50,0.7644905761571602,0.03318738857373131
qLogNEHVI,10,60,0.7883349354194501,0.02954013401547281
qLogNEHVI,10,70,0.8028648302536763,0.02436084942981812
qLogNEHVI,10,80,0.8167115013691657,0.02197276978006453
qLogNEHVI,10,90,0.8316788315341451,0.019756249313159176
qLogNEHVI,10,100,0.8420408531936798,0.01666520334473407
qLogNEHVI,10,110,0.8540314723327066,0.014579317719710702
qLogNEHVI,10,120,0.8587425115719698,0.013664869843342553
qLogNEHVI,10,130,0.8674321368256463,0.012485344552717582
qLogNEHVI,10,140,0.8739183936387594,0.01167464403905193
qLogNEHVI,10,150,0.87473240337742,0.010477477072858232
qLogNEHVI,10,160,0.8796361464578697,0.011174635517342161
qLogNEHVI,10,170,0.8806860351356163,0.008777796100777235
qLogNEHVI,10,180,0.8839042926986983,0.008479560400068918
qLogNEHVI,10,190,0.8876248521563561,0.00812452038624693
qLogNEHVI,10,200,0.8903233713845982,0.007941862869181818
qLogNEHVI,11,20,0.6794077784776097,0.05597694361721833
qLogNEHVI,11,30,0.7131850755820746,0.04710162323491926
qLogNEHVI,11,40,0.7455810854216983,0.04008439047735324
qLogNEHVI,11,50,0.771825772293571,0.034513780357427006
qLogNEHVI,11,60,0.7881451643675392,0.029071227165554686
qLogNEHVI,11,70,0.8057265594454233,0.02563838317961712
qLogNEHVI,11,80,0.821340605185955,0.021948526381272006
qLogNEHVI,11,90,0.8330590402342044,0.01891245323404099
qLogNEHVI,11,100,0.8482963943746227,0.016289068711532323
qLogNEHVI,11,110,0.856260533569126,0.014941315984972857
qLogNEHVI,11,120,0.8596396456189354,0.013399581592001992
qLogNEHVI,11,130,0.8676919843531524,0.012468494623314723
qLogNEHVI,11,140,0.876067713583491,0.011253579350296252
qLogNEHVI,11,150,0.8760275849392801,0.010924147204422857
qLogNEHVI,11,160,0.8830535669222732,0.010145275002723244
qLogNEHVI,11,170,0.8815643046446657,0.008884107646211153
qLogNEHVI,11,180,0.8922907338470278,0.009317059353201231
qLogNEHVI,11,190,0.8920941129756425,0.008293849174801601
qLogNEHVI,11,200,0.8915158739172867,0.00802322734607123
qLogNEHVI,12,20,0.6799870194496676,0.05655983420386012
qLogNEHVI,12,30,0.711026196592783,0.047168160796972176
qLogNEHVI,12,40,0.735942527205698,0.04012894443920509
qLogNEHVI,12,50,0.7630821943698136,0.03356586650854147
qLogNEHVI,12,60,0.7795209491007713,0.02865841817777678
qLogNEHVI,12,70,0.7948023722874158,0.025058971014162316
qLogNEHVI,12,80,0.8133583419990973,0.02242597061057478
qLogNEHVI,12,90,0.8199970755088977,0.0188992836292563
qLogNEHVI,12,100,0.8336467864774558,0.016922110642277832
qLogNEHVI,12,110,0.840222678425317,0.014552731074899104
qLogNEHVI,12,120,0.8486603559364998,0.013929006061213207
qLogNEHVI,12,130,0.8564240828967047,0.011850184863034262
qLogNEHVI,12,140,0.8580549826701155,0.011366823830940493
qLogNEHVI,12,150,0.8636644150964657,0.010593613300460762
qLogNEHVI,12,160,0.8692502408981753,0.009547397409701683
qLogNEHVI,12,170,0.8714826141271841,0.009748337444924725
qLogNEHVI,12,180,0.8747735259036671,0.009740308158499501
qLogNEHVI,12,190,0.8754373322050595,0.008315462896913846
qLogNEHVI,12,200,0.8794352709416919,0.007884040576170372
qLogNEHVI,13,20,0.6814121674130118,0.056883614086235317
qLogNEHVI,13,30,0.7142679429495034,0.047754604306762094
qLogNEHVI,13,40,0.7422442144386493,0.040067116340710716
qLogNEHVI,13,50,0.7659545481119909,0.03333541707336579
qLogNEHVI,13,60,0.7881586620921823,0.028507342813929838
qLogNEHVI,13,70,0.80817451010539,0.024854728914229202
qLogNEHVI,13,80,0.8187374316475969,0.022174899816233662
qLogNEHVI,13,90,0.8366098864105579,0.018527513623428173
qLogNEHVI,13,100,0.8453848485386931,0.01734525641225493
qLogNEHVI,13,110,0.8529705879749704,0.015299667322329296
qLogNEHVI,13,120,0.857896926824249,0.013071926980218853
qLogNEHVI,13,130,0.8680154179250795,0.011748030761501752
qLogNEHVI,13,140,0.872279775999634,0.012072348077472343
qLogNEHVI,13,150,0.8735718210197206,0.010356032431900496
qLogNEHVI,13,160,0.8757330560829425,0.010118163832532362
qLogNEHVI,13,170,0.8840295631073122,0.009889026222260431
qLogNEHVI,13,180,0.887468993648902,0.008380723971197154
qLogNEHVI,13,190,0.8886450100732314,0.010102013586683004
qLogNEHVI,13,200,0.8899234772781609,0.008249912389988807
qLogNEHVI,14,20,0.6771621463877988,0.055681987014041985
qLogNEHVI,14,30,0.7133113518572027,0.047430461233203575
qLogNEHVI,14,40,0.7419248911159623,0.039605274309269495
qLogNEHVI,14,50,0.7662410308742977,0.034719628661743863
qLogNEHVI,14,60,0.7904235852288721,0.029639773186695518
qLogNEHVI,14,70,0.8066794160803078,0.024611378816575553
qLogNEHVI,14,80,0.8216434873988652,0.021182941554756425
qLogNEHVI,14,90,0.8352373996402929,0.018641316476514704
qLogNEHVI,14,100,0.843701481033553,0.01693407173854262
qLogNEHVI,14,110,0.8571318771423424,0.015879739399925142
qLogNEHVI,14,120,0.860477816479226,0.014161060341065006
qLogNEHVI,14,130,0.8671995347035582,0.011984738733581034
qLogNEHVI,14,140,0.8723898558469769,0.010947344377181695
qLogNEHVI,14,150,0.8778001077591613,0.01000603320710706
qLogNEHVI,14,160,0.8847710095266302,0.00976977847194901
qLogNEHVI,14,170,0.8872094391697799,0.009248142940142144
qLogNEHVI,14,180,0.8891772917711493,0.009762983160282065
qLogNEHVI,14,190,0.890180638938407,0.008930105056401122
qLogNEHVI,14,200,0.8910044986079192,0.007671771296095523
qLogNEHVI,15,20,0.6787016625861848,0.05672739534710007
qLogNEHVI,15,30,0.7108135194241453,0.04651571790536796
qLogNEHVI,15,40,0.7389321001696214,0.04032096126010813
qLogNEHVI,15,50,0.7654874492962839,0.034026594684049886
qLogNEHVI,15,60,0.7867729775742628,0.028681552295511902
qLogNEHVI,15,70,0.8039021978019042,0.024553333757396854
qLogNEHVI,15,80,0.8183025644468461,0.02138824340823151
qLogNEHVI,15,90,0.8317227849860451,0.019321344162119773
qLogNEHVI,15,100,0.8414130469292004,0.016371800652300067
qLogNEHVI,15,110,0.8455906829274908,0.01541723482459221
qLogNEHVI,15,120,0.8580542205131731,0.013305747510232158
qLogNEHVI,15,130,0.8668239721396519,0.011886707299309447
qLogNEHVI,15,140,0.869208618756372,0.011475077225028144
qLogNEHVI,15,150,0.8713730141730385,0.010369405748315305
qLogNEHVI,15,160,0.876101443557523,0.009426969894864346
qLogNEHVI,15,170,0.8791415262874112,0.009233551393069956
qLogNEHVI,15,180,0.8849453664966601,0.009739150348511411
qLogNEHVI,15,190,0.886335624532574,0.008587321821851828
qLogNEHVI,15,200,0.8855572964848822,0.00848435595676102
qLogNEHVI,16,20,0.6820023347998422,0.05643594747292521
qLogNEHVI,16,30,0.7146973846031873,0.04660085380219391
qLogNEHVI,16,40,0.7404228268169338,0.03941378920937079
qLogNEHVI,16,50,0.7622615943313443,0.03377987822131376
qLogNEHVI,16,60,0.7841877673023039,0.028318789313695376
qLogNEHVI,16,70,0.7984522141787664,0.02479142202520267
qLogNEHVI,16,80,0.8172133789743238,0.02119944306331473
qLogNEHVI,16,90,0.8311413557630501,0.019931865526660698
qLogNEHVI,16,100,0.8426913835679398,0.016399311979198243
qLogNEHVI,16,110,0.8523282798037606,0.014676434560022485
qLogNEHVI,16,120,0.8555412185067549,0.013212746360544482
qLogNEHVI,16,130,0.866980510367397,0.012213554541429085
qLogNEHVI,16,140,0.8680989342422313,0.012800777977463028
qLogNEHVI,16,150,0.8723548478787818,0.010576237447808255
qLogNEHVI,16,160,0.8807904551340814,0.009893211820229288
qLogNEHVI,16,170,0.881264058656219,0.008832688590999642
qLogNEHVI,16,180,0.8835912814398147,0.008600200706566351
qLogNEHVI,16,190,0.8859975908672747,0.008255120218498384
qLogNEHVI,16,200,0.8856330655460378,0.009445732614993397
qLogNEHVI,17,20,0.6783119781847059,0.05579810119770446
qLogNEHVI,17,30,0.7167767669149266,0.046954445106814804
qLogNEHVI,17,40,0.7417525804725807,0.03976308002332793
qLogNEHVI,17,50,0.7700523104352921,0.03377944056627563
qLogNEHVI,17,60,0.7901450805261467,0.028409195739239435
qLogNEHVI,17,70,0.8110895225462125,0.02545838982289062
qLogNEHVI,17,80,0.8252635114559334,0.021458618962386076
qLogNEHVI,17,90,0.8382759894587178,0.01972477394376638
qLogNEHVI,17,100,0.8448401048979023,0.017216324810755617
qLogNEHVI,17,110,0.8570622221622022,0.014638746433499808
qLogNEHVI,17,120,0.8660834728217174,0.013610587686131683
qLogNEHVI,17,130,0.8700513065815314,0.012765799221316342
qLogNEHVI,17,140,0.8755032739632072,0.011089862993074325
qLogNEHVI,17,150,0.8793529844148905,0.010376888146646671
qLogNEHVI,17,160,0.8825702141422451,0.009935773995389072
qLogNEHVI,17,170,0.885591459295826,0.00956613401237681
qLogNEHVI,17,180,0.8876610842547978,0.00839034539232396
qLogNEHVI,17,190,0.8905479436165209,0.0084649663209133
qLogNEHVI,17,200,0.8956217841528858,0.008218831879294154
qLogNEHVI,18,20,0.6752154379342123,0.056104466205652806
qLogNEHVI,18,30,0.7096293047143905,0.0466373526777591
qLogNEHVI,18,40,0.7368731336671752,0.03984529775754987
qLogNEHVI,18,50,0.7612913559875235,0.03421930874650219
qLogNEHVI,18,60,0.7809354275956064,0.029171623297634293
qLogNEHVI,18,70,0.7987659621071724,0.02438559422225257
qLogNEHVI,18,80,0.8111005034068993,0.02212743403718027
qLogNEHVI,18,90,0.8197793320423709,0.019461115462404945
qLogNEHVI,18,100,0.8289075130954996,0.016230609970684685
qLogNEHVI,18,110,0.8405226887955213,0.015319101061586994
qLogNEHVI,18,120,0.8489876839935021,0.013973883805777354
qLogNEHVI,18,130,0.8549898433008878,0.01251093522044878
qLogNEHVI,18,140,0.8570366309186584,0.011345049662646895
qLogNEHVI,18,150,0.8622131245190703,0.010575177239103626
qLogNEHVI,18,160,0.8650318905821057,0.009766959868010336
qLogNEHVI,18,170,0.8714512920627598,0.009115506143278001
qLogNEHVI,18,180,0.874243033512842,0.008805041280392945
qLogNEHVI,18,190,0.8731855631470298,0.00938182051560626
qLogNEHVI,18,200,0.8734564865742097,0.008624859787163004
qLogNEHVI,19,20,0.6798623569350701,0.05598417789738591
qLogNEHVI,19,30,0.7165248112355663,0.04787017725326933
qLogNEHVI,19,40,0.742966727021505,0.03964182162094863
qLogNEHVI,19,50,0.7657168686771856,0.0339965691139042
qLogNEHVI,19,60,0.7888518191562234,0.029382407012156022
qLogNEHVI,19,70,0.8044266658887256,0.0246993589828872
qLogNEHVI,19,80,0.822260901158281,0.02141101006196202
qLogNEHVI,19,90,0.8333359650895642,0.020049179170544773
qLogNEHVI,19,100,0.8451422711967936,0.01646192872260092
qLogNEHVI,19,110,0.8522791934835077,0.014879082378584436
qLogNEHVI,19,120,0.8643583073705295,0.013038506683894115
qLogNEHVI,19,130,0.8692260680996498,0.012347439765726432
qLogNEHVI,19,140,0.8744419567743436,0.011734531449730407
qLogNEHVI,19,150,0.873189221779796,0.011292295380984101
qLogNEHVI,19,160,0.8828602826820164,0.011306809104143084
qLogNEHVI,19,170,0.8832019406516717,0.009013742549237447
qLogNEHVI,19,180,0.8903476478943502,0.00883080642184063
qLogNEHVI,19,190,0.8932013719903391,0.008676889755669402
qLogNEHVI,19,200,0.8922893024770319,0.008762943535133445
qLogNEHVI,20,20,0.6812332046140709,0.05637858559200215
qLogNEHVI,20,30,0.7120105144967627,0.0474625756937374
qLogNEHVI,20,40,0.7404995412015818,0.039704785870776436
qLogNEHVI,20,50,0.7653678181438558,0.033828596236316975
qLogNEHVI,20,60,0.781933164485967,0.029316512038979115
qLogNEHVI,20,70,0.7983531750354955,0.02474807484418873
qLogNEHVI,20,80,0.8131202273089652,0.021769141431006025
qLogNEHVI,20,90,0.8230781975302147,0.01968367003496003
qLogNEHVI,20,100,0.8351075696208247,0.016361673463860013
qLogNEHVI,20,110,0.8437672658091376,0.014515242095056736
qLogNEHVI,20,120,0.8531056376422704,0.012968170727112515
qLogNEHVI,20,130,0.8579895488336821,0.012727137641169697
qLogNEHVI,20,140,0.8657189587333771,0.010836646395743669
qLogNEHVI,20,150,0.8704902772012237,0.010532371897886358
qLogNEHVI,20,160,0.873821708818276,0.010187624435433128
qLogNEHVI,20,170,0.8774791991893954,0.009137994588393351
qLogNEHVI,20,180,0.8740773489242187,0.009330473311143329
qLogNEHVI,20,190,0.8777635566564378,0.009165626671727614
qLogNEHVI,20,200,0.8790408071015159,0.00777036623530596
qLogNEHVI,21,20,0.6780879058402782,0.05602547004867758
qLogNEHVI,21,30,0.7109709211049452,0.04696344473648462
qLogNEHVI,21,40,0.7397269643688158,0.039508526031569985
qLogNEHVI,21,50,0.7649216794076551,0.033966377018705224
qLogNEHVI,21,60,0.7859062037845823,0.02849101313335337
qLogNEHVI,21,70,0.8015168924576895,0.025857222647015763
qLogNEHVI,21,80,0.8138144831690719,0.021768678798858226
qLogNEHVI,21,90,0.8271279863896632,0.0189428461334608
qLogNEHVI,21,100,0.8410577789547375,0.01755585818765729
qLogNEHVI,21,110,0.848410515589183,0.015317448040254167
qLogNEHVI,21,120,0.858349978986683,0.015410136698263542
qLogNEHVI,21,130,0.8651135162770293,0.013909796398577277
qLogNEHVI,21,140,0.8652517734210206,0.0107997645088224
qLogNEHVI,21,150,0.8752860235226254,0.010112402321664021
qLogNEHVI,21,160,0.8761029978101427,0.009435442988167985
qLogNEHVI,21,170,0.8789456705643076,0.010066382265302546
qLogNEHVI,21,180,0.8829371856125824,0.009000854435864444
qLogNEHVI,21,190,0.8817107175319546,0.007991362859014797
qLogNEHVI,21,200,0.8831942350294694,0.00912446938711392
qLogNEHVI,22,20,0.6793211289279902,0.05582926905279384
qLogNEHVI,22,30,0.710310756641148,0.046991148550721284
qLogNEHVI,22,40,0.7388144417943695,0.039547440957997476
qLogNEHVI,22,50,0.7629959718331429,0.03395201716043904
qLogNEHVI,22,60,0.7892163110731205,0.029409542036388868
qLogNEHVI,22,70,0.8021176864616734,0.02606934790145988
qLogNEHVI,22,80,0.8156693329356367,0.021650358533746653
qLogNEHVI,22,90,0.830417595037509,0.018521411714829725
qLogNEHVI,22,100,0.8383255531457909,0.016198286719078744
qLogNEHVI,22,110,0.84788477169098,0.015625991542578443
qLogNEHVI,22,120,0.8527872784862356,0.013695120956897759
qLogNEHVI,22,130,0.8603266161009038,0.012028554000961963
qLogNEHVI,22,140,0.8673174830296817,0.011078130455209712
qLogNEHVI,22,150,0.8713043461470573,0.010426042415586138
qLogNEHVI,22,160,0.8688566217688265,0.010552532003923571
qLogNEHVI,22,170,0.8792613258054282,0.009575083337616173
qLogNEHVI,22,180,0.883222741294775,0.00896686801406917
qLogNEHVI,22,190,0.8813863666284979,0.008177757484438518
qLogNEHVI,22,200,0.8832061132101482,0.008080214849486768
qLogNEHVI,23,20,0.6784134223411726,0.05586198531798973
qLogNEHVI,23,30,0.7080271412407251,0.0465694464988215
qLogNEHVI,23,40,0.7378488529430971,0.040891255624932406
qLogNEHVI,23,50,0.761802547006915,0.0340571668053904
qLogNEHVI,23,60,0.7826395269830035,0.029659028378310342
qLogNEHVI,23,70,0.8008597665921203,0.025138129685288932
qLogNEHVI,23,80,0.8131981735359187,0.022069637011547738
qLogNEHVI,23,90,0.8280506147949506,0.01859136861427486
qLogNEHVI,23,100,0.8367336539479365,0.0161598939557035
qLogNEHVI,23,110,0.849222253773841,0.01552599035479818
qLogNEHVI,23,120,0.8549371715595864,0.013425399906122576
qLogNEHVI,23,130,0.8590569422480603,0.011944048136472235
qLogNEHVI,23,140,0.8628200816073754,0.011540897045255403
qLogNEHVI,23,150,0.8688874994443789,0.010337340416610663
qLogNEHVI,23,160,0.871305363401694,0.009815448600722467
qLogNEHVI,23,170,0.8770586922551848,0.008787761279111763
qLogNEHVI,23,180,0.8827301281576215,0.008940348503991943
qLogNEHVI,23,190,0.8816180602993647,0.00929277192007715
qLogNEHVI,23,200,0.885437000692898,0.008450411210858717
qLogNEHVI,24,20,0.6829803770159205,0.056114913230661305
qLogNEHVI,24,30,0.7118045613122903,0.046989882738749954
qLogNEHVI,24,40,0.7433571115209925,0.03956828910292909
qLogNEHVI,24,50,0.7655121581007748,0.03418205421130199
qLogNEHVI,24,60,0.7898456088616151,0.029461116353943103
qLogNEHVI,24,70,0.8055652117508675,0.025254778095793087
qLogNEHVI,24,80,0.813859180302197,0.021971171816977646
qLogNEHVI,24,90,0.8319209731443551,0.01865823632957708
qLogNEHVI,24,100,0.8418050198770869,0.017703683688557428
qLogNEHVI,24,110,0.8525576155522032,0.014896530792324942
qLogNEHVI,24,120,0.8576774563991549,0.014075054225111374
qLogNEHVI,24,130,0.8691570235698305,0.012477262166832875
qLogNEHVI,24,140,0.8741472936010137,0.010786541281665889
qLogNEHVI,24,150,0.8732082692192734,0.010432703738212756
qLogNEHVI,24,160,0.8810491006132138,0.009327616335736434
qLogNEHVI,24,170,0.8842069218304919,0.009178087461122185
qLogNEHVI,24,180,0.8852282538302249,0.008725005643897131
qLogNEHVI,24,190,0.8868618821185883,0.008124077976257521
qLogNEHVI,24,200,0.8905179570630865,0.008625900198349747
qLogNEHVI,25,20,0.6823739877867159,0.05609320721079242
qLogNEHVI,25,30,0.713972277054467,0.04734300755497329
qLogNEHVI,25,40,0.7406508382270028,0.04019515001656004
qLogNEHVI,25,50,0.7644675146944535,0.03318269324572338
qLogNEHVI,25,60,0.7910379620943061,0.02965197004424361
qLogNEHVI,25,70,0.8014456313833188,0.02551368538344502
qLogNEHVI,25,80,0.8170015779307325,0.022362243533022234
qLogNEHVI,25,90,0.8273322480281653,0.018453099439139788
qLogNEHVI,25,100,0.8400585537752573,0.017063017256038707
qLogNEHVI,25,110,0.8525904464386451,0.014745692863587581
